Mask	Count	Complexity	Length
?l?s?l?l?l?l?l?d	15745	3.0	8.0
?l?u?l?d?u?l?u	15735	3.0	7.0
?d?l?l?l?l?l?l?u	15724	3.0	8.0
?u?l?l?d?l?l?l?l?l	15685	3.0	9.0
?l?l?l?l?s?l?l?l?l?l?d?d	15652	3.0	12.0
?l?l?l?d?d?s?d?d	15637	3.0	8.0
?d?d?d?d?l?l?l?s	15606	3.0	8.0
?l?l?u?d?u?l?u	15601	3.0	7.0
?u?d?l?l?l?l?l	15481	3.0	7.0
?l?l?l?l?l?s?l?d?d	15481	3.0	9.0
?u?l?l?l?l?l?u?l?l?l?l?d?d	15454	3.0	13.0
?d?d?d?d?s?l?l	15393	3.0	7.0
?d?u?l?l?l?l?l?l?l?l?l	15330	3.0	11.0
?l?l?d?u?u?u?l	15329	3.0	7.0
?d?s?l?l?l?l?l?l?l?l	15326	3.0	10.0
?d?d?d?s?l?l?l?l?l?l	15311	3.0	10.0
?l?l?l?l?l?d?d?u	15259	3.0	8.0
?l?s?l?l?l?l?l?l?d?d	15257	3.0	10.0
?l?l?l?d?d?d?s?s	15221	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?l?s?d?d	15137	3.0	15.0
?d?d?d?d?d?u?l?l	15036	3.0	8.0
?u?l?d?d?l?l?l?l	15034	3.0	8.0
?u?l?l?d?u?u?l	15031	3.0	7.0
?d?d?d?d?l?l?l?l?s	14963	3.0	9.0
?d?d?u?l?l?l?l?l?l?l?l	14873	3.0	11.0
?d?d?s?l?l?l?l	14825	3.0	7.0
?d?d?d?s?l?l?l	14820	3.0	7.0
?u?d?d?l?l?l?l?l	14800	3.0	8.0
?d?d?s?l?l?l?l?l?l?l	14790	3.0	10.0
?l?u?l?d?u?u?l	14782	3.0	7.0
?l?l?l?l?l?l?l?l?l?l?l?d?s	14758	3.0	13.0
?l?l?l?l?l?d?d?d?s?s	14722	3.0	10.0
?l?l?l?l?l?s?s?d?d	14717	3.0	9.0
?l?l?u?d?u?u?l	14712	3.0	7.0
?u?l?l?l?d?l?l?l?l?l	14691	3.0	10.0
?l?l?l?l?u?d?d?d	14639	3.0	8.0
?u?l?l?l?l?l?l?d?d?l	14627	3.0	10.0
?l?s?d?d?d?d	14576	3.0	6.0
?l?l?l?l?l?l?s?d?d?d?d?d	14576	3.0	12.0
?l?l?l?d?d?d?d?s?s	14543	3.0	9.0
?l?l?l?l?d?d?d?d?d?s	14525	3.0	10.0
?u?l?l?l?u?l?l?l?d?d?d	14510	3.0	11.0
?l?l?s?l?l?l?l?d	14458	3.0	8.0
?l?l?l?l?l?l?d?d?s?d	14409	3.0	10.0
?l?u?l?l?l?d	14363	3.0	6.0
?l?l?l?l?s?l?l?d	14337	3.0	8.0
?u?l?u?d?d?d?d	14323	3.0	7.0
?d?d?l?l?l?l?l?l?s	14320	3.0	9.0
?u?u?l?l?l?l?d?d?d	14301	3.0	9.0
?l?l?l?l?d?d?d?d?d?d?s	14291	3.0	11.0
?u?l?l?d?d?d?d?d?d?d?d?d	14285	3.0	12.0
?u?l?l?l?l?l?d?l?l?l	14282	3.0	10.0
?d?d?u?l?l?l?l?l?l?d?d	14276	3.0	11.0
?u?l?l?l?d?d?l?l?l?l	14271	3.0	10.0
?d?u?l?l?l?l?l?l?d	14251	3.0	9.0
?d?d?l?l?l?l?l?u	14248	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?l?s	14235	3.0	13.0
?u?d?l?l?l?l?l?l?l?l	14220	3.0	10.0
?u?l?u?l?d?d	14133	3.0	6.0
?d?d?d?d?u?l	14132	3.0	6.0
?u?u?l?l?l?d?d	14110	3.0	7.0
?l?l?l?l?l?l?d?d?s?d?d	14105	3.0	11.0
?s?l?l?l?l?d?d?d	14093	3.0	8.0
?l?l?d?d?d?d?s?s	13974	3.0	8.0
?l?l?l?l?l?s?l?d	13972	3.0	8.0
?d?d?u?l?l?d?d?d?d	13968	3.0	9.0
?u?l?d?d?u?l?d?d	13968	3.0	8.0
?l?u?l?l?l?l?d?d	13965	3.0	8.0
?l?l?l?l?l?l?l?l?u?d	13945	3.0	10.0
?u?d?l?l?l?l?d?d	13902	3.0	8.0
?l?l?l?u?u?u?d?d	13888	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?d?d?s	13870	3.0	14.0
?u?l?l?l?l?l?l?l?l?l?s?d	13819	4.0	12.0
?d?d?d?s?l?l?l?l?l	13819	3.0	9.0
?l?l?l?l?l?l?l?u?d?d	13812	3.0	10.0
?l?l?s?l?l?d?d?d?d	13776	3.0	9.0
?l?s?l?l?l?l?d	13751	3.0	7.0
?l?u?u?u?u?u?u?d	13704	3.0	8.0
?u?u?u?l?l?l?l?l?d?d	13609	3.0	10.0
?u?l?l?l?l?u?d?d?d	13583	3.0	9.0
?d?d?u?l?l?l	13527	3.0	6.0
?u?l?l?d?d?d?l?l	13514	3.0	8.0
?u?l?l?l?l?l?l?d?d?d?d?d?d?d	13459	3.0	14.0
?u?l?l?l?l?u?l?l?d	13398	3.0	9.0
?l?l?l?l?l?l?l?l?l?l?d?d?d?s	13395	3.0	14.0
?l?l?l?l?u?u?d?d	13228	3.0	8.0
?d?l?l?l?l?l?s	13185	3.0	7.0
?l?l?l?d?u?l?l?l	13145	3.0	8.0
?u?l?d?d?d?d?d?d?s	13128	4.0	9.0
?d?d?d?d?d?d?u?l?l?l?l?l	13093	3.0	12.0
?u?l?l?l?l?l?l?l?l?d?d?d?s	13067	4.0	13.0
?l?l?l?u?d?d	13053	3.0	6.0
?d?d?l?l?l?l?l?s	13053	3.0	8.0
?d?d?d?d?d?d?d?d?u?l?l?l?l	13047	3.0	13.0
?l?l?l?l?l?s?l?l?l?d?d	12978	3.0	11.0
?s?l?l?l?l?l?d	12939	3.0	7.0
?u?l?l?l?l?d?l?d	12924	3.0	8.0
?u?d?l?l?l?l?l?d	12918	3.0	8.0
?l?u?l?l?d?l	12906	3.0	6.0
?u?l?l?u?l?l?l?d?d?d?d	12791	3.0	11.0
?d?s?l?l?l?l?l?l?l	12752	3.0	9.0
?l?u?u?d?l?l?u	12735	3.0	7.0
?u?l?u?d?l?l?u	12703	3.0	7.0
?u?u?u?u?l?l?l?l?d?d	12618	3.0	10.0
?u?u?l?l?d?d	12599	3.0	6.0
?u?l?l?d?d?l?l?l?l	12589	3.0	9.0
?u?u?l?d?l?l?u	12560	3.0	7.0
?l?l?l?u?l?l?d?d	12532	3.0	8.0
?l?l?l?l?d?s?d	12513	3.0	7.0
?s?d?l?l?l?l?l	12507	3.0	7.0
?l?u?l?d?l?l	12457	3.0	6.0
?u?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d	12412	3.0	16.0
?l?l?s?l?l?l?l?l?d	12322	3.0	9.0
?u?u?l?l?l?l?l?l?d	12320	3.0	9.0
?l?l?l?s?l?l?l?d?d?d?d	12300	3.0	11.0
?u?u?d?l?l?l?u	12146	3.0	7.0
?l?l?l?u?l?l?l?d	12122	3.0	8.0
?u?l?l?l?l?l?u?l?l?l?l?l?d?d	12114	3.0	14.0
?u?l?l?d?d?d?l?l?l	12093	3.0	9.0
?u?l?l?l?d?d?d?d?d?d?d?d?d	12080	3.0	13.0
?l?l?l?l?l?l?l?d?d?s?s	12067	3.0	11.0
?u?l?u?d?l?u?l	12062	3.0	7.0
?l?u?u?d?l?u?l	12020	3.0	7.0
?u?l?l?l?l?l?l?d?l?l	12003	3.0	10.0
?l?u?u?u?u?u?u?d?d	11949	3.0	9.0
?l?l?u?l?l?l?d?d	11929	3.0	8.0
?u?l?l?l?s?u?l?l?l	11922	3.0	9.0
?l?u?u?u?d?d?d?d	11909	3.0	8.0
?u?u?l?d?l?u?l	11903	3.0	7.0
?u?l?l?l?l?s?u?l?l?l?l	11892	3.0	11.0
?l?l?l?l?l?l?s?l?d?d	11879	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d	11862	3.0	16.0
?u?l?l?l?l?u?l?l?l?l?d?d?d?d	11856	3.0	14.0
?u?l?l?l?l?l?l?l?l?l?s?d?d	11780	4.0	13.0
?u?l?d?u?l?d?u?l?d	11767	3.0	9.0
?l?l?l?s?l?l?l?l?l?d?d	11763	3.0	11.0
?u?l?d?l?l?l?l?l?l	11732	3.0	9.0
?l?l?l?s?l?d?d	11720	3.0	7.0
?d?u?u?l?l?l?u	11673	3.0	7.0
?l?l?l?l?s?l?d	11670	3.0	7.0
?u?d?u?l?l?l?u	11652	3.0	7.0
?u?l?l?l?l?l?d?d?s?s	11630	4.0	10.0
?d?s?l?l?l?l?l	11618	3.0	7.0
?l?l?l?d?d?u?u?u?u	11554	3.0	9.0
?l?s?l?l?l?d?d?d?d	11510	3.0	9.0
?u?l?l?l?d?l?l?d	11494	3.0	8.0
?u?l?l?l?l?l?d?l?l?l?l	11478	3.0	11.0
?l?l?l?l?u?d?d?d?d	11467	3.0	9.0
?s?u?l?l?l?l?l?d?d	11461	4.0	9.0
?u?d?d?d?d?l	11443	3.0	6.0
?l?l?s?l?l?d?d?d	11392	3.0	8.0
?l?l?d?d?d?d?d?s	11385	3.0	8.0
?u?l?l?d?d?d?d?d?d?s	11370	4.0	10.0
?d?d?d?d?l?l?l?u	11369	3.0	8.0
?u?l?l?u?l?l?d	11362	3.0	7.0
?d?d?d?u?l?l?l	11341	3.0	7.0
?u?u?d?l?l?u?l	11341	3.0	7.0
?d?d?d?u?l?l?l?l?l?l?l	11316	3.0	11.0
?l?l?u?u?u?d	11310	3.0	6.0
?u?l?l?l?u?l?d?d	11304	3.0	8.0
?l?l?l?l?l?s?l?l?d?d	11291	3.0	10.0
?u?l?l?d?u?l?l?l	11273	3.0	8.0
?l?l?s?l?l?l?l?l?l?d	11271	3.0	10.0
?l?s?l?l?d?d?d?d	11266	3.0	8.0
?u?d?l?l?l	11249	3.0	5.0
?u?l?l?l?l?u?d	11216	3.0	7.0
?u?l?l?l?d?u?l?l?l	11195	3.0	9.0
?u?l?l?l?l?l?l?u?d	11188	3.0	9.0
?u?d?l?d?u?d?l?d?u?d	11180	3.0	10.0
?l?l?l?d?l?l?l?s	11177	3.0	8.0
?l?s?l?l?l?l?d?d?d?d	11137	3.0	10.0
?u?d?u?l?l?u?l	11128	3.0	7.0
?s?l?l?l?l?l?l?l?l?d?d	11114	3.0	11.0
?l?l?l?l?l?l?l?d?d?u	11086	3.0	10.0
?d?u?l?l?l	11080	3.0	5.0
?d?u?u?l?l?u?l	11044	3.0	7.0
?l?l?l?l?l?u?d?d?d	11020	3.0	9.0
?u?u?u?u?u?u?s?d?d	10994	3.0	9.0
?d?d?l?l?l?l?l?l?l?s	10989	3.0	10.0
?u?u?u?u?u?s?d?d	10989	3.0	8.0
?d?d?d?d?d?d?l?l?l?s	10985	3.0	10.0
?d?d?d?d?d?d?d?d?l?s	10959	3.0	10.0
?u?l?d?l?l?l?l	10952	3.0	7.0
?l?l?l?l?s?l?l?l?l?d?d?d	10941	3.0	12.0
?u?l?u?d?d?d?d?d?d	10922	3.0	9.0
?l?s?l?l?l?d?d?d	10917	3.0	8.0
?u?l?l?l?l?d?d?d?d?d?d?d?d?d	10913	3.0	14.0
?u?l?l?l?l?l?l?l?l?l?l?d?s	10893	4.0	13.0
?u?l?l?l?l?l?u?d?d?d?d	10892	3.0	11.0
?u?l?l?l?d?d?s	10881	4.0	7.0
?l?l?l?l?l?d?d?d?d?s?s	10865	3.0	11.0
?u?l?u?l?u?d?d?d?d	10857	3.0	9.0
?l?s?l?l?l?l?d?d?d	10836	3.0	9.0
?u?u?u?u?s?d?d?d?d	10831	3.0	9.0
?u?l?l?l?l?d?s	10825	4.0	7.0
?u?l?d?l?l	10823	3.0	5.0
?l?l?l?l?l?l?l?l?l?l?l?s?d?d?d	10818	3.0	15.0
?l?l?l?l?s?l?l?l?l?d?d?d?d	10811	3.0	13.0
?u?l?u?l?u?l?d?d?d?d	10802	3.0	10.0
?l?l?l?l?l?u?d?d?d?d	10790	3.0	10.0
?u?u?u?u?l?l?l?d	10753	3.0	8.0
?u?l?l?d?u?l?l?d	10750	3.0	8.0
?u?l?l?l?l?u?l?l?l?d?d?d?d	10732	3.0	13.0
?u?l?u?l?l?l?l?d	10724	3.0	8.0
?u?l?l?l?d?u?l?l	10687	3.0	8.0
?u?l?l?u?l?l?l?l?d	10676	3.0	9.0
?u?u?d?d?d?u?u?a?s	10674	3.0	9.0
?u?l?l?d?l	10660	3.0	5.0
?u?l?l?l?l?l?l?l?l?d?d?d?d?s	10653	4.0	14.0
?s?l?l?l?l?l?l?d?d?s	10624	3.0	10.0
?l?u?u?u?u?d?d?d	10586	3.0	8.0
?u?l?u?l?l?l?l?d?d	10580	3.0	9.0
?u?l?l?l?l?d?d?d?l	10578	3.0	9.0
?u?l?l?u?l?l?l?d?d?d	10576	3.0	10.0
?u?l?l?l?u?l?l?d?d?d?d	10544	3.0	11.0
?l?l?l?l?l?l?s?l?d	10542	3.0	9.0
?u?u?l?l?l?l?l?d?d?d	10535	3.0	10.0
?l?l?l?l?l?l?s?l?l?l?l?d?d	10509	3.0	13.0
?u?l?l?l?l?d?d?l?l?l	10491	3.0	10.0
?l?l?l?l?l?d?d?d?d?d?s	10465	3.0	11.0
?s?l?l?l?l?l?l?d?d?d?d	10456	3.0	11.0
?u?l?l?l?d?d?d?l	10427	3.0	8.0
?u?u?u?l?l?d?d?d	10424	3.0	8.0
?u?u?l?l?l?l?l?d?d?d?d	10393	3.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?s?d?d?d?d	10381	3.0	16.0
?l?u?d?d	10367	3.0	4.0
?u?l?l?l?d?l?d?d	10361	3.0	8.0
?u?l?l?l?d?d?d?d?d?d?d?d?d?d	10361	3.0	14.0
?l?l?u?u?d?d?d?d	10345	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?d?d?d?d?s	10336	3.0	15.0
?u?l?l?l?s?u?l?l?l?l	10320	3.0	10.0
?l?l?l?l?l?d?d?d?d?d?d?s	10300	3.0	12.0
?u?s?l?l?l?l?d?d	10297	4.0	8.0
?l?l?l?l?l?s?l?l?l?l?l?l?d?d	10289	3.0	14.0
?l?l?l?s?d?d?d?d?d?d?d?d	10282	3.0	12.0
?l?l?l?l?l?l?s?l?l?l?l?l?d?d	10280	3.0	14.0
?u?l?l?l?d?d?d?d?l	10279	3.0	9.0
?l?l?l?s?l?l?d	10255	3.0	7.0
?l?l?l?l?l?l?d?d?d?d?s?s	10236	3.0	12.0
?l?l?l?l?l?l?l?s?s?d	10215	3.0	10.0
?u?l?l?d?d?d?d?d?d?d?d?d?d	10195	3.0	13.0
?l?l?d?d?d?l?l?a?s	10194	3.0	9.0
?l?u?d?l?l?l	10159	3.0	6.0
?l?l?l?l?d?d?d?s?s	10157	3.0	9.0
?d?d?d?d?d?d?d?u?l?l	10124	3.0	10.0
?l?s?l?l?l?l?l?l?d	10110	3.0	9.0
?l?d?d?d?d?d?d?d?d?s	10098	3.0	10.0
?l?l?u?u?d?d	10094	3.0	6.0
?l?l?l?l?l?l?l?s?d?d?d?d?d?d	10086	3.0	14.0
?u?l?l?l?l?l?u?d?d?d	10047	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?d?d?d?d?d	10030	3.0	15.0
?l?l?l?l?u?l?l?d	10013	3.0	8.0
?u?l?l?l?l?d?d?l?l	9993	3.0	9.0
?u?l?u?l?u?d?d?d	9964	3.0	8.0
?l?l?l?l?l?l?d?d?u?u?d?u?d?d	9963	3.0	14.0
?l?s?l?d?d?d	9962	3.0	6.0
?u?l?l?l?l?s?u?l?l?l	9960	3.0	10.0
?d?d?d?d?d?d?d?s?l	9953	3.0	9.0
?u?l?l?l?l?l?l?l?l?s?d?d?d	9949	4.0	13.0
?u?l?l?l?u?d	9948	3.0	6.0
?l?l?s?l?l?l?d	9916	3.0	7.0
?l?d?d?d?d?d?d?d?s	9898	3.0	9.0
?u?l?l?s?d?d?d	9891	4.0	7.0
?l?l?u?l?l?d	9891	3.0	6.0
?l?l?s?l?l?l?l?d?d?d	9865	3.0	10.0
?l?l?d?d?d?s	9846	3.0	6.0
?u?l?l?l?s?l?l?l?l	9834	3.0	9.0
?l?l?l?l?d?d?s?d	9831	3.0	8.0
?l?l?l?s?d?d?d?d?d?d?d	9813	3.0	11.0
?d?u?l?l?l?l?d?d	9804	3.0	8.0
?u?l?l?l?u?l?l?l?l?d?d?d?d	9804	3.0	13.0
?u?l?l?l?l?l?u?l?l?d?d	9803	3.0	11.0
?u?l?l?l?l?d?l?l?l?l?l	9791	3.0	11.0
?d?d?d?d?l?l?l?l?l?s	9765	3.0	10.0
?d?d?d?d?d?d?d?d?d?u?l	9762	3.0	11.0
?l?l?l?l?d?u?l?l	9754	3.0	8.0
?d?u?l?l?l?l?l?l?l?d	9747	3.0	10.0
?u?u?u?u?l?l?d?d	9740	3.0	8.0
?d?d?d?d?d?d?d?d?s?l?l	9735	3.0	11.0
?u?l?l?l?l?l?l?l?l?s?d?d?d?d	9700	4.0	14.0
?d?d?u?l?l?l?d?d?d?d	9686	3.0	10.0
?d?s?l?l?l?l	9679	3.0	6.0
?l?s?l?s?d?d?d?d	9644	3.0	8.0
?l?l?s?l?l?l?d?d?d?d	9642	3.0	10.0
?l?l?l?l?d?d?u?u	9621	3.0	8.0
?l?l?l?l?l?d?d?s?d	9600	3.0	9.0
?u?l?l?l?u?l?l?d?d?d	9595	3.0	10.0
?l?l?l?l?s?l?l?l?l?l?l?d?d	9586	3.0	13.0
?u?u?l?l?l?l?d	9584	3.0	7.0
?l?l?l?l?l?l?d?s?d?d	9579	3.0	10.0
?u?l?d?l?l?l?l?d	9578	3.0	8.0
?u?l?l?l?l?d?d?d?d?l	9570	3.0	10.0
?l?l?l?s?l?l?d?d?d?d	9524	3.0	10.0
?d?d?d?d?l?l?s	9511	3.0	7.0
?l?l?l?l?l?l?l?l?l?l?l?l?s?d	9504	3.0	14.0
?l?l?u?l?l?l?l?d	9496	3.0	8.0
?l?l?l?l?l?l?l?l?d?d?s?s	9454	3.0	12.0
?u?l?u?l?d?u?l	9454	3.0	7.0
?l?l?l?l?l?s?l?l?l?l?l?d	9447	3.0	12.0
?l?u?u?u?u?d	9437	3.0	6.0
?l?l?l?l?l?l?d?d?d?d?d?s	9430	3.0	12.0
?u?l?l?l?l?l?u?l?l?l?d	9411	3.0	11.0
?u?l?l?d?d?d?d?l	9403	3.0	8.0
?u?l?u?l?d?l?u	9402	3.0	7.0
?l?d?d?d?d?d?d?u	9395	3.0	8.0
?u?l?d?d?l?l	9393	3.0	6.0
?l?l?l?l?l?s?l?l?l?l?d	9392	3.0	11.0
?l?u?l?l?l?l?l?d	9383	3.0	8.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d	9379	3.0	16.0
?l?l?s?l?l?d	9353	3.0	6.0
?d?d?d?d?d?d?d?d?d?d?u?l	9333	3.0	12.0
?u?u?d?d?l?l?d?d	9331	3.0	8.0
?d?d?s?l?l?l	9277	3.0	6.0
?l?u?l?u?d?l?u	9261	3.0	7.0
?d?d?u?l?l?l?l?l?l?l?d?d	9252	3.0	12.0
?l?l?l?l?l?s?s?d	9235	3.0	8.0
?l?l?l?l?l?s?l?l?d	9233	3.0	9.0
?u?l?l?u?d?l?u	9230	3.0	7.0
?u?u?l?l?l?l?l?l?l?d?d	9222	3.0	11.0
?l?s?l?l?l?d	9185	3.0	6.0
?u?u?l?l?d?l?u	9183	3.0	7.0
?u?d?l?l?l?d?l?l	9180	3.0	8.0
?u?l?l?l?l?u?l?l?l?d?d?d	9177	3.0	12.0
?u?l?l?l?s?l?l?l	9174	3.0	8.0
?l?l?l?l?u?d?d	9172	3.0	7.0
?l?l?l?l?l?l?s?d?d?s	9159	3.0	10.0
?l?l?l?l?d?d?d?d?u	9159	3.0	9.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?s?d?d	9158	3.0	16.0
?l?l?u?u?d?l?u	9154	3.0	7.0
?l?l?l?l?s?l?l?l?l?l?d	9112	3.0	11.0
?l?l?l?l?l?d?s?d?d	9105	3.0	9.0
?u?l?l?u?d?d	9097	3.0	6.0
?l?l?l?l?l?d?s?s	9087	3.0	8.0
?u?l?l?l?l?l?d?d?l?l?l	9069	3.0	11.0
?d?d?d?d?d?d?s?l?l?l?l	9061	3.0	11.0
?l?l?l?s?l?l?l?s?d?d	9049	3.0	10.0
?d?l?l?l?l?s	9047	3.0	6.0
?u?l?l?d?l?l?l?l?l?l	9044	3.0	10.0
?u?l?l?u?l?l?l?l?l?d?d	9033	3.0	11.0
?l?l?l?l?l?u?u?d	9029	3.0	8.0
?d?d?d?d?s?l	9025	3.0	6.0
?l?l?l?l?l?l?s?s?d	9020	3.0	9.0
?l?u?u?l?d?l?u	9001	3.0	7.0
?l?u?u?u?u?u?u?u?d?d	8992	3.0	10.0
?l?l?s?d?d?d?d?d?d?d	8990	3.0	10.0
?l?l?l?d?d?s?s	8969	3.0	7.0
?u?l?u?l?d	8967	3.0	5.0
?l?s?d?d?d?d?d?d?d?d	8949	3.0	10.0
?s?l?l?d?d?d?d?d?d	8949	3.0	9.0
?l?s?l?l?l?l?l?d?d?d	8946	3.0	10.0
?l?l?l?l?s?d?d?s?d?d	8942	3.0	10.0
?l?l?u?d?l?l	8936	3.0	6.0
?d?d?d?d?d?d?d?u?l?l?l	8931	3.0	11.0
?l?l?d?d?d?d?d?d?d?s	8916	3.0	10.0
?d?d?d?d?s?l?l?l?l?l?l	8896	3.0	11.0
?u?l?l?d?d?l?l	8890	3.0	7.0
?u?l?l?u?d?u?l	8883	3.0	7.0
?u?l?l?l?l?s?l?l?l?l	8874	3.0	10.0
?u?l?u?l?d?d?d	8863	3.0	7.0
?u?l?d?l?l?d?l?l	8859	3.0	8.0
?u?l?l?l?l?u?l?l?l?l?l?d	8852	3.0	12.0
?l?l?l?l?l?l?d?d?d?d?d?d?s	8850	3.0	13.0
?d?d?d?d?d?u?l?l?l	8845	3.0	9.0
?u?l?l?l?l?l?d?d?d?l	8844	3.0	10.0
?d?d?d?l?l?l?l?s	8834	3.0	8.0
?u?l?l?d?d?d?d?l?l?l	8820	3.0	10.0
?u?u?l?l?l?d	8809	3.0	6.0
?d?d?d?d?d?d?d?l?u	8808	3.0	9.0
?u?l?u?l?u?l?u?d	8805	3.0	8.0
?l?l?l?l?l?s?l?l?l?l?l?d?d?d	8797	3.0	14.0
?u?l?l?l?l?l?u?l?l?l?l?d	8795	3.0	12.0
?l?l?l?l?d?l?l?l?l?s	8790	3.0	10.0
?l?l?l?l?l?u?d	8785	3.0	7.0
?l?l?u?u?d?u?l	8783	3.0	7.0
?l?l?u?u?d	8782	3.0	5.0
?l?l?l?d?d?d?d?u	8767	3.0	8.0
?l?l?l?l?d?d?d?u	8741	3.0	8.0
?l?u?u?l?d?u?l	8737	3.0	7.0
?u?l?l?l?l?d?d?d?d?d?d?d?d?d?d	8735	3.0	15.0
?u?u?u?d?l?l?l?l	8724	3.0	8.0
?l?l?l?l?d?s?d?d	8724	3.0	8.0
?u?u?u?l?l?l?l?d?d?d?d	8712	3.0	11.0
?u?u?l?l?d?u?l	8688	3.0	7.0
?u?d?d?d?l?d?d?d	8684	3.0	8.0
?l?u?u?u?u?d?d?d?d	8681	3.0	9.0
?d?s?d?d?d?d?u?s?d?d	8666	3.0	10.0
?u?l?l?u?d	8659	3.0	5.0
?s?l?l?l?l?l?d?d?s	8654	3.0	9.0
?u?l?l?d?l?l?d?d	8653	3.0	8.0
?u?l?l?l?u?l?l?l?l?l?d	8642	3.0	11.0
?l?l?l?l?l?l?s?l?l?l?l?l?l?d?d	8621	3.0	15.0
?u?l?u?l?u?d?d	8620	3.0	7.0
?l?l?l?l?l?d?d?d?u	8619	3.0	9.0
?d?d?u?l?l?d?d	8602	3.0	7.0
?u?u?u?l?l?d?d?d?d	8586	3.0	9.0
?u?l?l?l?l?s?u?l?l?l?l?l	8583	3.0	12.0
?l?l?s?l?l?l?d?d?d	8574	3.0	9.0
?u?l?d?l?l?l?d?d	8572	3.0	8.0
?l?l?d?u?l	8543	3.0	5.0
?u?l?l?l?l?l?l?l?d?d?l	8542	3.0	11.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?s	8538	3.0	14.0
?l?l?l?l?s?d?d?d?d?d?d?d?d	8536	3.0	13.0
?u?l?l?l?l?l?l?l?l?l?l?d?d?s	8523	4.0	14.0
?u?u?l?l?d	8520	3.0	5.0
?l?l?l?l?l?l?s?l?l?l?d?d	8514	3.0	12.0
?u?u?u?l?l?l?l?d?d?d	8512	3.0	10.0
?u?l?l?l?u?l?l?l?l?d?d?d	8509	3.0	12.0
?u?l?l?l?l?l?l?l?d?d?d?d?d?d?d	8507	3.0	15.0
?s?u?l?l?l?l?l?d	8490	4.0	8.0
?d?d?d?d?d?d?d?s?l?l	8470	3.0	10.0
?s?l?l?l?l?d?d?s	8468	3.0	8.0
?u?l?l?l?l?u?l?l?l?l?d?d?d	8454	3.0	13.0
?l?u?l?u?d?u?l	8453	3.0	7.0
?u?d?u?l?l	8448	3.0	5.0
?s?d?l?l?l?l	8411	3.0	6.0
?l?u?l?u?d	8406	3.0	5.0
?l?l?l?u?d	8398	3.0	5.0
?l?s?l?l?l?l?l?l?l?d	8377	3.0	10.0
?l?l?l?l?l?l?d?d?d?u	8368	3.0	10.0
?l?l?l?d?d?d?s?s?s	8361	3.0	9.0
?l?l?l?l?l?s?l?l?l?l?l?d?d?d?d	8347	3.0	15.0
?l?l?l?l?l?l?l?s?d?d?d?d?d	8346	3.0	13.0
?l?d?l?u?l	8338	3.0	5.0
?u?u?u?u?u?s?d?d?d?d	8324	3.0	10.0
?d?d?d?l?l?l?l?l?s	8316	3.0	9.0
?l?l?l?d?d?d?d?d?d?d?d?s	8313	3.0	12.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d	8284	3.0	17.0
?l?l?l?l?l?l?l?l?l?d?u	8265	3.0	11.0
?l?u?l?l?d	8242	3.0	5.0
?u?l?l?l?l?l?d?d?d?d?d?d?d?d?d	8238	3.0	15.0
?l?l?d?u?l?l?l?l	8234	3.0	8.0
?u?l?u?d?d?d	8223	3.0	6.0
?u?u?u?d?l	8219	3.0	5.0
?u?l?l?d?u	8213	3.0	5.0
?l?l?l?s?l?l?d?d?d	8207	3.0	9.0
?l?l?u?l?d?l	8203	3.0	6.0
?u?l?l?l?l?l?l?l?l?d?l	8200	3.0	11.0
?l?s?l?l?d?d	8191	3.0	6.0
?u?l?l?l?l?l?d?d?l?l	8188	3.0	10.0
?u?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d	8181	3.0	16.0
?l?u?u?u?u?u?u?u?d	8175	3.0	9.0
?l?l?l?l?l?l?l?l?u?u?d?u?d?d	8167	3.0	14.0
?l?l?l?s?l?d?d?d?d	8165	3.0	9.0
?u?u?u?d?d?d?l?l?l	8157	3.0	9.0
?l?l?l?d?l?l?l?l?s	8155	3.0	9.0
?u?l?l?l?l?d?d?d?d?d?d?s	8155	4.0	12.0
?u?d?u?u?l	8144	3.0	5.0
?l?l?l?l?s?s?d?d?d?d	8143	3.0	10.0
?l?l?l?d?d?u?u?u	8142	3.0	8.0
?u?d?l?u?l	8121	3.0	5.0
?l?l?l?d?u	8116	3.0	5.0
?l?l?l?l?l?l?l?l?l?l?l?l?d?d?s	8101	3.0	15.0
?l?l?u?d?d?u?u	8097	3.0	7.0
?d?d?d?d?d?d?d?d?u?l?l?l?l?l	8091	3.0	14.0
?u?l?d?u?u	8088	3.0	5.0
?u?l?l?l?l?u?l?l?d?d?d?d	8083	3.0	12.0
?u?u?d?l?l	8079	3.0	5.0
?l?u?d?l?l	8070	3.0	5.0
?u?l?u?d?d?d?d?d	8070	3.0	8.0
