Mask	Count	Complexity	Length
?d?u?l?l?l?l?l?l?l?d?d	1800	3.0	11.0
?l?l?l?u?l?l?u?d?d?d	1800	3.0	10.0
?d?l?d?l?u?l	1800	3.0	6.0
?u?u?u?u?d?l?l?d	1799	3.0	8.0
?u?l?l?l?l?d?l?l?l?l?d	1799	3.0	11.0
?d?u?l?d?l?u	1798	3.0	6.0
?d?l?l?u?u?d	1798	3.0	6.0
?l?l?l?l?s?s?s?d	1797	3.0	8.0
?u?u?d?d?d?d?d?l	1796	3.0	8.0
?s?u?l?l?l?l	1796	3.0	6.0
?l?u?l?d?l?u?l?d	1795	3.0	8.0
?d?l?l?d?u?l	1794	3.0	6.0
?l?u?l?d?d?l?u?l	1794	3.0	8.0
?l?l?l?s?l?l?d?l	1794	3.0	8.0
?u?l?d?l?l?d?l?l?l	1793	3.0	9.0
?d?d?d?u?l?l?l?l?s	1793	4.0	9.0
?l?l?l?d?u?d?l?l	1792	3.0	8.0
?u?l?u?l?l?d?l?d	1792	3.0	8.0
?u?l?l?l?l?l?l?l?d?s?d	1792	4.0	11.0
?u?l?l?l?l?l?l?l?l?s?s	1791	3.0	11.0
?l?l?u?l?d?d?l?l	1791	3.0	8.0
?u?s?l?l?l?l?l?l?l?d	1791	4.0	10.0
?u?l?l?d?l?l?u	1790	3.0	7.0
?l?l?l?l?l?l?l?s?l?d?d?d	1790	3.0	12.0
?l?l?d?d?d?d?s?s?s	1790	3.0	9.0
?d?d?l?l?l?l?l?l?l?l?l?s	1789	3.0	12.0
?u?l?d?l?l?l?u?d	1789	3.0	8.0
?u?u?l?l?s?d?d?d?d	1788	4.0	9.0
?u?l?l?l?l?s?s?d	1787	4.0	8.0
?l?d?l?u?u?d	1787	3.0	6.0
?u?l?d?d?d?l?l?d	1787	3.0	8.0
?l?l?u?l?d?l?l	1787	3.0	7.0
?u?l?l?l?d?l?u?d	1786	3.0	8.0
?a?s?l?l?l?l?d?d?d	1786	3.0	9.0
?l?d?u?u?u?d	1785	3.0	6.0
?l?l?d?u?l?d?l?l	1784	3.0	8.0
?l?l?d?d?d?d?d?d?u?u	1784	3.0	10.0
?u?l?l?l?l?l?d?d?u?u	1783	3.0	10.0
?d?d?u?l?l?l?u?l	1783	3.0	8.0
?u?u?l?l?l?l?l?s?d?d	1782	4.0	10.0
?l?l?l?d?d?d?l?l?s	1782	3.0	9.0
?u?d?u?u?d?l	1781	3.0	6.0
?d?u?l?l?d?u	1781	3.0	6.0
?l?s?l?l?l?l?s?d	1781	3.0	8.0
?u?l?l?u?d?d?l?l	1780	3.0	8.0
?d?d?d?d?d?d?d?d?d?d?d?s?l	1780	3.0	13.0
?l?l?d?l?l?d?l?u	1780	3.0	8.0
?u?l?l?l?l?u?s?d	1778	4.0	8.0
?l?l?d?l?l?l?u	1777	3.0	7.0
?l?d?d?l?l?l?l?s	1777	3.0	8.0
?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?d	1777	3.0	16.0
?d?u?u?d?l?l	1777	3.0	6.0
?u?l?l?l?l?d?l?l?l?l?l?d	1776	3.0	12.0
?u?l?d?u?d?u	1776	3.0	6.0
?l?l?l?d?l?s?l?l	1776	3.0	8.0
?d?l?u?l?d?u	1775	3.0	6.0
?l?l?l?s?l?l?d?d?d?d?d?d	1775	3.0	12.0
?d?d?u?l?l?l?u?d?d	1774	3.0	9.0
?u?l?d?l?l?d?l?u	1772	3.0	8.0
?u?l?d?d?d?u?l?l	1771	3.0	8.0
?l?d?l?u?l?l?l?d	1771	3.0	8.0
?u?u?d?u?d?l	1771	3.0	6.0
?l?u?d?d?u?u	1770	3.0	6.0
?d?d?s?d?d?s?l?l	1769	3.0	8.0
?d?u?l?l	1768	3.0	4.0
?l?l?d?d?d?u?u	1767	3.0	7.0
?l?u?d?l?l?d?l?l	1767	3.0	8.0
?l?l?u?d?u?d	1767	3.0	6.0
?l?l?d?l?l?l?d?u	1767	3.0	8.0
?l?u?l?l?d?l?l?d	1767	3.0	8.0
?u?l?l?d?u?l?u?d	1766	3.0	8.0
?u?l?l?l?l?s?l?l?l?l?l?l?l?l	1766	3.0	14.0
?d?u?l?l?l?l?l?d?d?d?d	1765	3.0	11.0
?d?l?d?u?u?u	1764	3.0	6.0
?l?u?l?l?l?d?d?l	1763	3.0	8.0
?l?l?l?l?d?s?d?d?d	1762	3.0	9.0
?l?d?u?d?l?d?u?d	1762	3.0	8.0
?u?u?u?l?l?l?l?l?l?l?d?d?d?d	1761	3.0	14.0
?l?d?l?l?u?l?l?d	1761	3.0	8.0
?u?l?l?d?l?l?l?d?l	1761	3.0	9.0
?l?l?l?l?u?d?u?d	1760	3.0	8.0
?l?u?l?l?d?d?l?l	1760	3.0	8.0
?d?d?l?u?u?u?u?u	1760	3.0	8.0
?d?d?d?d?d?d?d?d?d?d?l?s	1760	3.0	12.0
?u?l?u?d?u?u?l?d	1758	3.0	8.0
?d?u?l?u?d?u?l?u	1758	3.0	8.0
?l?l?l?l?l?l?d?d?d?s?d	1758	3.0	11.0
?u?l?s?l?l?l?l?l?d?d	1758	4.0	10.0
?l?d?u	1758	3.0	3.0
?u?l?l?l?l?l?s?l?d	1756	4.0	9.0
?u?l?l?d?d?l?l?l?d	1755	3.0	9.0
?u?l?l?d?d?u?l?u	1755	3.0	8.0
?l?d?l?l?l?d?l?u	1755	3.0	8.0
?u?l?l?u?d?d?d?d?d	1754	3.0	9.0
?l?u?l?d?u?u?l?d	1754	3.0	8.0
?l?l?l?l?l?l?l?l?u?u?d?d	1753	3.0	12.0
?l?d?u?d?u?u	1753	3.0	6.0
?u?d?d?l?u?u	1753	3.0	6.0
?u?l?l?l?l?l?l?l?s?l?l?l?l?l	1753	3.0	14.0
?l?l?l?l?l?s?d?d?d?d?l?l?l?l?l?s?d?d?d?d	1752	3.0	20.0
?l?l?l?u?l?d?l?d	1752	3.0	8.0
?d?u?l?d?u?u	1752	3.0	6.0
?d?u?l?l?l?u?l?d	1751	3.0	8.0
?d?d?d?d?d?d?l?l?l?l?l?l?s	1751	3.0	13.0
?l?l?d?d?l?l?s?s	1750	3.0	8.0
?l?s?l?l?l?d?d?d?d?d	1750	3.0	10.0
?l?l?l?l?u?l?l?l?l?l?d?d	1748	3.0	12.0
?u?d?l?u?d?u	1747	3.0	6.0
?l?d?l?l?l?l?d?u	1746	3.0	8.0
?u?l?l?l?u?d?u?d	1746	3.0	8.0
?l?l?l?l?l?l?d?s?l	1746	3.0	9.0
?l?l?l?s?d?s	1745	3.0	6.0
?l?l?l?d?d?l?l?l?l?s	1744	3.0	10.0
?l?s?l?l?l?l?l?l?l?l?d?d?d	1743	3.0	13.0
?l?l?l?d?d?l?s	1743	3.0	7.0
?u?l?u?d?u?l?l?d	1743	3.0	8.0
?l?l?l?l?u?l?l?l?d?d?d?d	1742	3.0	12.0
?d?l?l?l?d?u?u?u	1742	3.0	8.0
?u?l?l?l?d?d?s?d	1742	4.0	8.0
?d?u?u?u?l?d	1742	3.0	6.0
?l?l?l?l?l?l?l?l?s?l?l?d?d	1740	3.0	13.0
?u?u?l?l?l?l?l?l?l?l?l?d?d	1740	3.0	13.0
?l?l?l?d?u?u?d?l	1740	3.0	8.0
?u?u?u?l?l?l?d?d?s	1740	4.0	9.0
?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?s	1740	3.0	16.0
?u?l?l?l?l?l?l?d?l?l?l?l?l?l	1739	3.0	14.0
?l?l?l?d?u?l?l?l?l?l	1739	3.0	10.0
?l?u?u?d?l?d	1739	3.0	6.0
?u?u?l?l?l?l?d?d?d?d?d?d?d?d?d?d	1738	3.0	16.0
?d?d?s?d?d?d?s?d?d?d?s?d?d?d?a?s?l?l?l?l?l?l?l?l?l	1737	3.0	25.0
?d?u?u?u?d?l	1737	3.0	6.0
?l?l?u?d?d?l?l?u	1736	3.0	8.0
?l?l?l?l?l?l?d?d?d?d?d?d?s?l?l?l?l?s?l?l	1736	3.0	20.0
?u?l?l?l?l?l?l?l?l?l?l?l?l?d?d?s	1736	4.0	16.0
?s?l?l?l?l?l?l?l?s?d?d	1736	3.0	11.0
?l?l?l?l?l?l?l?l?l?d?d?s?l?l?l?l?l?l?l?s?l?l?l	1736	3.0	23.0
?d?d?d?d?d?d?d?d?d?d?d?s?l?l?l?l	1735	3.0	16.0
?l?l?l?l?d?d?l?l?l?s	1735	3.0	10.0
?u?d?l?u?u?d	1735	3.0	6.0
?l?s?l?l?s?d?d	1735	3.0	7.0
?s?u?l?l?l?l?d	1735	4.0	7.0
?d?l?d?l?u?u	1735	3.0	6.0
?u?l?l?l?d?u?u	1734	3.0	7.0
?u?l?u?d?l?u?l?d	1734	3.0	8.0
?u?l?l?l?l?l?l?l?s?l?l?l	1734	3.0	12.0
?s?l?l?l?d?d?d?d?d?d?d?d	1734	3.0	12.0
?d?l?u?u?d?l	1733	3.0	6.0
?u?l?d?u?l?d?l?l	1733	3.0	8.0
?l?l?u?l?l?d?l?d	1733	3.0	8.0
?l?l?d?l?u?l?l?d	1732	3.0	8.0
?u?l?l?l?l?l?l?l?l?d?l?l?l	1731	3.0	13.0
?d?d?s?d?d?d?s?d?d?d?s?d?d?a?s?l?l?l?l?l?l	1731	3.0	21.0
?l?l?l?d?d?u?u?l	1731	3.0	8.0
?s?u?l?l?l?l?l?d?d?s	1731	4.0	10.0
?l?l?u?l?d?u?l?d	1731	3.0	8.0
?l?l?l?l?d?s?s?s	1730	3.0	8.0
?d?l?l?s?l?l?l	1730	3.0	7.0
?d?d?d?d?u?u?l?l?l	1729	3.0	9.0
?u?u?u?d?d?u?l?l	1729	3.0	8.0
?u?l?s?l?l?d?d?d	1729	4.0	8.0
?u?u?u?u?l?d?l?d	1729	3.0	8.0
?l?l?l?u?d?l?l	1729	3.0	7.0
?u?l?l?l?l?d?l?d?d?d	1729	3.0	10.0
?d?u?l?u?d?u	1728	3.0	6.0
?d?d?d?s?l?l?l?l?l?l?l?l?l	1726	3.0	13.0
?d?u?l?u?u?d	1726	3.0	6.0
?l?l?l?l?d?u?u?u?u	1725	3.0	9.0
?l?d?l?l?l?d?l?s	1725	3.0	8.0
?u?d?u?d?l?u	1725	3.0	6.0
?l?l?l?d?d?d?d?d?d?u	1725	3.0	10.0
?l?u?l?l?d?u?u?d	1725	3.0	8.0
?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?d?d?d?d	1724	3.0	19.0
?l?l?u?u?l?l?d?d?d?d	1724	3.0	10.0
?l?l?l?l?u?l?d?d?d	1724	3.0	9.0
?u?l?l?l?l?l?u?u?d?d?d?d	1724	3.0	12.0
?l?d?l?l?d?l?l?u	1722	3.0	8.0
?d?l?l?l?l?u?l?d	1721	3.0	8.0
?l?u?d?l?u?u?l?d	1721	3.0	8.0
?l?l?d?l?l?d?u?u	1721	3.0	8.0
?d?u?u?l?u?d	1720	3.0	6.0
?l?l?d?u?d?u	1720	3.0	6.0
?u?u?u?d?l?l?l?l?l	1720	3.0	9.0
?d?d?l?l?l?l?l?l?d?d?s	1719	3.0	11.0
?l?l?l?l?l?l?l?s?d?d?l?l?l?l?l?l?l?s?d?d	1719	3.0	20.0
?l?l?l?l?s?l?l?s?d	1718	3.0	9.0
?l?l?l?l?l?l?d?d?d?s?d?d	1717	3.0	12.0
?l?u?d	1717	3.0	3.0
?u?l?l?l?l?s?l?l?d	1717	4.0	9.0
?l?u?d?u?d?u	1717	3.0	6.0
?d?l?l?l?l?l?l?l?l?l?u	1716	3.0	11.0
?u?d?u?l?u?d?u?l	1716	3.0	8.0
?l?d?l?d?l?l?l?u	1716	3.0	8.0
?u?d?d?l?d?d?l	1716	3.0	7.0
?d?d?u?u?l?l?l	1715	3.0	7.0
?u?l?l?l?l?l?l?l?l?l?l?s?d?d?d?d	1715	4.0	16.0
?l?l?d?d?u?u?u	1714	3.0	7.0
?u?u?u?l?d?l?l?d	1714	3.0	8.0
?d?d?d?d?s?u?u?u	1714	3.0	8.0
?d?u?d?u?l?l	1714	3.0	6.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?s?d?d	1714	3.0	19.0
?l?l?d?d?d?d?s?d?d	1712	3.0	9.0
?d?l?l?u?d?u	1712	3.0	6.0
?d?l?s?l?l?l?l	1712	3.0	7.0
?l?l?l?l?l?l?u?u?d?d?d	1711	3.0	11.0
?l?l?l?d?d?s?l	1711	3.0	7.0
?d?d?u?l?l?l?l?l?l?l?s	1711	4.0	11.0
?l?l?l?l?l?s?s?s?d	1710	3.0	9.0
?u?u?u?l?d?d?d	1710	3.0	7.0
?l?u?u?d?d?u	1709	3.0	6.0
?l?d?l?l?l?l?s?l	1709	3.0	8.0
?u?l?l?l?d?u?u?d	1709	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?u?d?u?l?l?d?d?d?d?d	1709	3.0	21.0
?l?l?l?l?l?d?d?s?l?l?l	1709	3.0	11.0
?l?l?l?l?d?l?d?u	1708	3.0	8.0
?l?l?l?d?u?l?u?d	1708	3.0	8.0
?u?l?l?d?l?u?u?d	1708	3.0	8.0
?d?u?d?l?u?l	1706	3.0	6.0
?a?s?l?l?l?l?l?d	1706	3.0	8.0
?l?l?u?u?u?u?d?d?d?d	1706	3.0	10.0
?u?l?l?s?l?l?l?l?l?d	1706	4.0	10.0
?u?l?l?l?l?l?d?d?u?l?l?l	1706	3.0	12.0
?u?d?l?l?l?u?u?d	1706	3.0	8.0
?u?l?l?d?u?u?l?d	1706	3.0	8.0
?u?l?l?u?l?d?l?d	1705	3.0	8.0
?u?u?d?d?l?l?u?u	1705	3.0	8.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?d?d?d	1704	3.0	18.0
?u?l?u?d?l?l?d?l	1704	3.0	8.0
?l?l?l?l?l?l?l?l?d?d?a?s	1704	3.0	12.0
?d?l?u?d?u?l	1703	3.0	6.0
?d?l?u?u?u?d	1703	3.0	6.0
?s?l?l?l?l?l?d?d?d?d?d?d	1702	3.0	12.0
?u?u?u?l?l?d?l?d	1702	3.0	8.0
?u?d?l?l?d?d?l?d	1702	3.0	8.0
?l?l?u?d?l?l?l	1701	3.0	7.0
?l?l?l?l?l?l?l?l?u?d?d?d?d	1701	3.0	13.0
?l?u?d?l?l?l?u?d	1701	3.0	8.0
?u?u?d?l?d?u	1700	3.0	6.0
?s?d?d?d?d?l?l	1700	3.0	7.0
?u?u?u?d?d?d?l?l?l?l	1700	3.0	10.0
?u?d?l?l?u?l?u?d	1699	3.0	8.0
?u?l?l?l?d?d?d?u?l?l?l	1699	3.0	11.0
?l?d?u?l?l?d?u?l	1698	3.0	8.0
?u?d?l?l?l?d?l?u	1697	3.0	8.0
?u?l?d?l?l?l?d?d?d?d	1697	3.0	10.0
?l?d?d?d?d?d?d?s?s	1697	3.0	9.0
?d?d?d?d?d?l?l?l?u	1696	3.0	9.0
?d?d?l?l?l?s?l?l?l	1696	3.0	9.0
?d?u?d?l?l?u	1696	3.0	6.0
?d?d?l?l?l?l?l?s?d?d	1696	3.0	10.0
?l?u?u?d?l?u?u?d	1695	3.0	8.0
?u?d?d?l?l?l?l?l?l?l?l	1695	3.0	11.0
?l?u?d?l?l?u?l?d	1695	3.0	8.0
?d?l?l?d?l?l?l?u	1695	3.0	8.0
?d?u?d?u?l?u?l?u	1694	3.0	8.0
?l?l?l?d?l?u?u?d	1694	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?d?d?s?l?l?l?l?l?l?l?s?l?l?l	1693	3.0	24.0
?d?u?l?u?d?l	1693	3.0	6.0
?l?l?l?l?u?l?d?d?d?d	1692	3.0	10.0
?u?l?d?u?l?l?u?d	1692	3.0	8.0
?d?d?s?l?l?l?d?d	1691	3.0	8.0
?d?d?l?l?l?l?u?l	1691	3.0	8.0
?u?l?l?d?s?l?l?l	1691	4.0	8.0
?l?l?l?l?l?l?u?l?l?l?d?d	1690	3.0	12.0
?l?u?d?u?l?l?l?d	1690	3.0	8.0
?d?u?d?l?u?u	1690	3.0	6.0
?l?l?l?d?d?l?u?u	1689	3.0	8.0
?l?d?s?l?l?l?l?l?l	1689	3.0	9.0
?d?d?s?l?l?l?l?l?l?s?d?d	1689	3.0	12.0
?d?d?s?d?d?l?l?l?l?l	1688	3.0	10.0
?u?l?u?l?u?d?l?d	1688	3.0	8.0
?l?l?u?u?l?l?d	1688	3.0	7.0
?l?d?l?l?l?s?l	1688	3.0	7.0
?u?l?l?l?l?d?d?s?d	1688	4.0	9.0
?l?l?d?l?l?d?u?l	1688	3.0	8.0
?d?u?u?d?l?u	1687	3.0	6.0
?d?l?d?u?l?u	1687	3.0	6.0
?l?u?d?l?u?l?l?d	1686	3.0	8.0
?l?l?u?d	1686	3.0	4.0
?d?l?d?u?u?l	1686	3.0	6.0
?l?l?d?u?l?u?l?d	1685	3.0	8.0
?l?l?u?l?l?d?d?l	1685	3.0	8.0
?u?l?l?d?u?l?d?u	1684	3.0	8.0
?l?l?u?d?l?u?d?l	1684	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?s?l?l?l?l?l?s?l?l?l	1683	3.0	26.0
?d?l?l?l?l?u?l?l?l	1682	3.0	9.0
?l?l?l?l?l?l?l?l?l?l?d?s?l?l?l?l?l?s?l?l?l	1682	3.0	21.0
?l?u?d?u?d?l	1680	3.0	6.0
?d?u?d?u?l?u	1680	3.0	6.0
?u?u?u?u?u?u?u?u?u?s?d	1680	3.0	11.0
?u?u?l?l?d?d?d?d?s?s	1680	4.0	10.0
?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?d?d?d	1679	3.0	19.0
?l?l?u?u?d?d?d?d?d?d	1678	3.0	10.0
?u?d?l?l?u?l?d?l	1678	3.0	8.0
?u?d?u?l?l?l?u?d	1677	3.0	8.0
?d?d?d?d?u?l?l?l?l?d?d	1677	3.0	11.0
?d?d?d?u?l?l?l?u	1676	3.0	8.0
?u?l?l?l?l?s?d?d?d?d?d?d?d?d	1676	4.0	14.0
?l?l?l?l?l?l?d?d?l?s	1675	3.0	10.0
?l?s?l?s?d?d?d?d?d?d	1674	3.0	10.0
?l?l?s?l?l?l?d?l	1673	3.0	8.0
?l?s?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d	1673	3.0	17.0
?d?d?u?l?l?l?d?d?d	1672	3.0	9.0
?l?u?d?u?l?u?l?d	1672	3.0	8.0
?l?u?l?d?l?u?d?l	1672	3.0	8.0
?u?l?l?u?u?u?d?d?d?d	1671	3.0	10.0
?u?l?l?l?d?l?l?d?d?d?d	1671	3.0	11.0
?u?l?u?d?u?l?d?l	1670	3.0	8.0
?l?l?l?s?d?d?l?l?l?l	1670	3.0	10.0
?u?l?l?u?l?l?l?l?l?l?l?d?d	1670	3.0	13.0
?l?u?u?d?u?d	1669	3.0	6.0
?u?l?l?l?l?s?u?l?l?l?l?l?l?l?l	1669	3.0	15.0
?d?d?s?l?l?s?d?d	1669	3.0	8.0
?u?l?u?d?d?l?u?l	1668	3.0	8.0
?l?l?s?d?d?d?l?l	1668	3.0	8.0
?d?d?d?s?u?l?l?l	1668	4.0	8.0
?l?l?l?l?l?l?d?u?l?l	1666	3.0	10.0
?l?u?l?u?d?u?d?u	1666	3.0	8.0
?s?l?d?d?d?d	1666	3.0	6.0
?u?l?l?l?l?d?d?l?l?l?l?l?l	1665	3.0	13.0
?l?u?d?u?u?l?l?d	1665	3.0	8.0
?u?l?u?l?u?d?u?d	1664	3.0	8.0
?l?u?d?l?u?u?u?d	1664	3.0	8.0
?u?l?l?l?s?d?d?s	1664	4.0	8.0
?l?d?u?u?d?u	1663	3.0	6.0
?l?l?u?d?u?l?l?d	1663	3.0	8.0
?d?u?u?l?d?u	1663	3.0	6.0
?l?l?l?d?u?u?d	1662	3.0	7.0
?l?l?u?d?l?l?d?u	1660	3.0	8.0
?u?d?d?l?l?l?l?u	1660	3.0	8.0
?d?d?d?d?d?d?d?d?d?d?s?l?l?l?l	1658	3.0	15.0
?u?d?u?l?u?l?u?d	1658	3.0	8.0
?l?l?l?l?l?l?l?s?d?d?d?d?l?l?l?l?l?l?l?s?d?d?d?d	1658	3.0	24.0
?l?u?u?l?d?u?u?d	1658	3.0	8.0
?u?u?l?l?l?l?l?l?l?l?d?d?d?d	1658	3.0	14.0
?l?s?l?s?l?s?l?s?d	1657	3.0	9.0
?u?l?l?l?l?s?l?l?l?l?d	1657	4.0	11.0
?l?l?l?l?l?l?l?l?s?l?l?l?d	1656	3.0	13.0
?l?u?d?l?l?u?d?l	1656	3.0	8.0
?l?l?d?s?l?l?l?l?l	1655	3.0	9.0
?l?l?d?l?s?l?l?l	1654	3.0	8.0
?d?d?d?d?d?d?d?d?u?l?s	1654	4.0	11.0
?u?d?l?u?d?l?l?l	1654	3.0	8.0
?l?l?d?d?s?d?d?d	1653	3.0	8.0
?a?s?l?l?l?l?l?d?d?d?d	1653	3.0	11.0
?l?l?l?l?l?s?s?s?d?d?d	1653	3.0	11.0
?u?l?l?l?l?u?l?l?l?s	1653	3.0	10.0
?u?u?u?u?u?u?u?u?s?d?d?d	1652	3.0	12.0
?l?u?l?l?l?l?l?d?d?d?d	1652	3.0	11.0
?u?d?l?l?d?l?l?u	1652	3.0	8.0
?u?l?l?d?l?l?l?d?l?l	1652	3.0	10.0
?d?d?s?d?d?d?s?d?d?s?d?d?d?a?s?l?l?l?l?l?l	1652	3.0	21.0
?u?l?l?l?s?l?l?l?l?l?l?l?l	1652	3.0	13.0
?l?l?d?u?u?d?l?l	1652	3.0	8.0
?d?l?l?l?s?l?l	1651	3.0	7.0
?u?l?l?d?d?u?u	1651	3.0	7.0
?l?l?d?d?d?s?d?d	1650	3.0	8.0
?u?s?u?l?l?l	1650	3.0	6.0
?l?l?l?l?l?l?l?l?l?d?d?d?u	1649	3.0	13.0
?d?d?u?l?l?l?u?u	1649	3.0	8.0
?u?l?u?u?l?d?d	1649	3.0	7.0
?u?l?l?d?l?l?l?d?d?d	1648	3.0	10.0
?u?u?d?l?l?l?d?d	1647	3.0	8.0
?l?l?l?l?d?d?d?s?l?l	1647	3.0	10.0
?d?l?l?l?l?u?u	1647	3.0	7.0
?d?d?s?d?d?d?s?d?d?d?s?d?d?d?a?s?l?l?l?l?l	1647	3.0	21.0
?l?s?d?d?d?d?d?d?d?d?d	1647	3.0	11.0
?l?l?u?l?d?d?d	1647	3.0	7.0
?u?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d?d?d	1646	3.0	18.0
?u?l?l?s?l?d?d?d?d	1645	4.0	9.0
?l?l?l?l?l?l?d?s?l?l?l?l?s?l?l	1645	3.0	15.0
?d?l?l?l?l?d?l?u	1644	3.0	8.0
?d?u?u?l?d?l	1644	3.0	6.0
?u?u?l?d?u?l?l?d	1644	3.0	8.0
?l?d?l?l?u?u?u?d	1643	3.0	8.0
?u?l?l?l?l?l?l?d?d?d?s?s	1643	4.0	12.0
?u?u?l?l?l?l?d?d?d?d?d?d	1643	3.0	12.0
?d?d?d?d?u?l?l?l?l?l?s	1642	4.0	11.0
?u?l?l?l?l?d?d?d?d?l?l?l?l	1642	3.0	13.0
?l?l?l?d?l?u?d?u	1642	3.0	8.0
?d?d?l?s?l?l?d?d	1642	3.0	8.0
?l?l?d?d?d?u	1642	3.0	6.0
?l?u?d?l?l?u?u?d	1641	3.0	8.0
?u?u?u?l?l?d?d?l	1641	3.0	8.0
?u?l?l?l?l?l?s?s?d	1641	4.0	9.0
?u?d?l?d?l?d?d?l	1640	3.0	8.0
?l?u?d?u?l?l?u?d	1640	3.0	8.0
?l?l?d?s?d?d?l?l?l?l?l?l	1639	3.0	12.0
?d?d?l?u?l?l?l?l?d?d	1638	3.0	10.0
?l?l?l?d?u?l?d?u	1638	3.0	8.0
?u?l?d?l?l?l?l?l?l?l?l?l	1638	3.0	12.0
?d?u?u?d?u?l	1638	3.0	6.0
?l?l?l?d?d?d?l?u	1637	3.0	8.0
?l?l?d?l?l?u?u?d	1637	3.0	8.0
?d?d?d?u?l?d	1637	3.0	6.0
?l?d?d?l?d?d?s	1636	3.0	7.0
?u?u?d?u?l?l?l?d	1635	3.0	8.0
?u?u?u?u?u?u?u?u?d?l	1635	3.0	10.0
?l?u?d?l?u?l?u?d	1634	3.0	8.0
?l?l?u?d?u?u?d?l	1634	3.0	8.0
?u?l?l?u?l?d?d?l	1634	3.0	8.0
?s?d?d?d?d?d?d?d?d?l	1634	3.0	10.0
?l?l?l?l?l?l?l?a?s?d	1633	3.0	10.0
?u?d?d?d?d?d?d?d?d?d?d?d?l	1633	3.0	13.0
?d?l?l?l?l?d?u?u	1633	3.0	8.0
?u?u?u?u?u?d?l?d	1633	3.0	8.0
?l?l?u?u?u?u?u?u?d?d	1632	3.0	10.0
?l?l?l?d?d?s?d?d?s?d?d	1632	3.0	11.0
?u?l?d?d?l?u?l?l	1632	3.0	8.0
?u?l?l?l?l?l?u?l?l?l?l?l?l?l?d?d	1632	3.0	16.0
?l?u?l?d?l?l?d?u	1631	3.0	8.0
?l?l?l?l?l?s?d?l?l?l?l	1630	3.0	11.0
?d?l?u?u?u?u?u?d	1629	3.0	8.0
?l?l?l?l?l?d?u?u?u	1629	3.0	9.0
?l?u?d?u?l?u?u?d	1628	3.0	8.0
?l?l?l?l?l?l?s?s?s?d?d	1628	3.0	11.0
?u?l?d?d?l?d?d	1628	3.0	7.0
?u?l?l?s?u?l?l?d?d	1627	4.0	9.0
?l?d?d?d?d?l?s	1627	3.0	7.0
?l?l?s?l?l?s?d?d?d	1626	3.0	9.0
?u?l?d?l?l?l?l?d?l	1625	3.0	9.0
?u?l?l?u?l?d?u?d	1625	3.0	8.0
?u?l?u?d?l?u?d?l	1625	3.0	8.0
?l?u?u?d?l?l?l?d	1624	3.0	8.0
?u?l?d?l?u?l?u?d	1624	3.0	8.0
?u?l?l?d?d?d?u	1624	3.0	7.0
?u?l?u?d?d?u?l?l	1623	3.0	8.0
?l?l?d?u?u?l?l?d	1623	3.0	8.0
?u?l?d?u?u?l?l?d	1621	3.0	8.0
?u?d?d?d?d?l?l?l?l?l	1621	3.0	10.0
?u?u?u?l?d?d?l?l	1620	3.0	8.0
?d?l?l?l?u?u?u	1620	3.0	7.0
?u?u?u?l?u?d?u?d	1620	3.0	8.0
?u?l?l?d?d?l?u?u	1620	3.0	8.0
?u?u?l?d?l?u?l?d	1620	3.0	8.0
?l?d?l?u?l?l?l	1619	3.0	7.0
?u?u?l?l?l?d?u?d	1619	3.0	8.0
?u?l?l?l?u?s?d?d	1619	4.0	8.0
?l?u?u?d?l?u?d?l	1618	3.0	8.0
?u?d?u?u?l?l?l?d	1618	3.0	8.0
?u?l?s?l?l?l?d?d?d?d	1618	4.0	10.0
?u?u?u?d?l?l?u?d	1617	3.0	8.0
?l?l?l?l?u?l?l?l?d?d?d	1617	3.0	11.0
?l?l?d?d?l?l?u?l	1617	3.0	8.0
?l?d?l?l?u?l?u?d	1616	3.0	8.0
?l?l?l?l?l?l?s?d?d?s?l?l?l?l?s?l?l	1616	3.0	17.0
?l?l?l?l?l?l?d?d?s?l?l	1616	3.0	11.0
?u?l?l?l?u?l?l?l?s?d?d	1615	4.0	11.0
?d?d?d?u?l?l?l?l?l?l?d?d?d	1615	3.0	13.0
?u?d?l?l?u?u?u?d	1615	3.0	8.0
?d?l?l?u?l?l?u?d	1614	3.0	8.0
?l?u?d?u?u?u?l?d	1614	3.0	8.0
?u?u?d?d?d?d?s?s	1614	3.0	8.0
?d?d?u?u?u?u?l?l	1614	3.0	8.0
?u?l?d?d?d?d?l?l?l?l	1614	3.0	10.0
?u?u?u?u?u?u?d?d?d?d?d?s?d?d?d?d	1614	3.0	16.0
?u?l?l?l?l?l?u?d?s	1613	4.0	9.0
?l?d?u?l?l?u?l?d	1613	3.0	8.0
