Mask	Count	Complexity	Length
?l?u?l?l?d?l?l?d?d	140	3.0	9.0
?l?l?l?l?l?l?l?l?l?d?d?d?s?l	140	3.0	14.0
?l?d?l?l?l?l?d?u?u	140	3.0	9.0
?d?d?s?d?s?d?s?d?d?d	140	2.0	10.0
?d?l?d?d?d?d?l?l?d?d?l?d?d?l?l?d	140	2.0	16.0
?l?l?l?d?d?l?l?l?l?l?u	140	3.0	11.0
?u?d?l?d?l?u?d?d?d?d	140	3.0	10.0
?l?d?l?l?l?l?d?d?l?d?d?d	140	2.0	12.0
?l?d?l?l?l?d?l?l?d?l?l?d?l	140	2.0	13.0
?d?d?d?d?d?d?d?d?d?d?d?d?d?u?l?l?l	140	3.0	17.0
?l?l?l?d?l?l?l?d?l?l?l?s	140	3.0	12.0
?l?l?l?s?l?l?d?d?d?d?d?d?d?d?d?d	140	3.0	16.0
?u?u?d?u?u?d?d?d?u	140	2.0	9.0
?l?u?d?l?l?d?l?l?u	140	3.0	9.0
?l?u?d?u?l?l?u?u?u?u	140	3.0	10.0
?d?d?l?l?l?d?l?l?d?d?l?d?d?d?d?d	140	2.0	16.0
?l?l?l?d?l?l?u?d?u	140	3.0	9.0
?l?l?l?l?s?l?l?l?s?l?l?l?l?d?d?d	140	3.0	16.0
?d?d?l?l?u?l?l?l?d	140	3.0	9.0
?d?d?d?l?l?l?d?d?d?l?d?l?l?d?d?d	140	2.0	16.0
?u?l?l?s?l?d?d?d?d?d	140	4.0	10.0
?l?l?l?d?d?d?d?d?d?d?d?d?l?l?l?d?d?d?d?d?d?d?d?d	140	2.0	24.0
?d?d?l?d?d?l?d?l?d?d?d	140	2.0	11.0
?d?u?l?l?l?l?l?l?l?l?u	140	3.0	11.0
?u?u?u?d?d?d?l?d?d?d	140	3.0	10.0
?l?l?l?s?l?l?l?l?l?d?l?l?l?l	140	3.0	14.0
?l?l?l?s?l?s?l?l?l?s	140	2.0	10.0
?u?l?l?l?l?l?d?d?l?d?l	140	3.0	11.0
?d?d?d?d?l?l?d?l?l?d?d?d?d	140	2.0	13.0
?a?s?l?l?l?l?l?l?d?d?d?d?d?d?d?d	140	3.0	16.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?d	140	3.0	20.0
?l?u?u?l?d?l?u?l?u	140	3.0	9.0
?s?s?s?d?d?d?l?l?l?l?l	140	3.0	11.0
?l?l?l?l?l?l?s?l?d?l?l?l?l	140	3.0	13.0
?u?u?l?l?l?u?d?l?l	140	3.0	9.0
?l?l?l?l?l?l?d?l?l?s?l	140	3.0	11.0
?l?d?d?d?d?d?a?s	140	3.0	8.0
?l?d?u?u?l?u?u?l?l	140	3.0	9.0
?l?l?l?l?l?l?d?s?d?l?l?l	140	3.0	12.0
?l?l?d?s?d?d?d?l?s?l	140	3.0	10.0
?l?d?d?d?l?l?l?l?l?l?l?l?d	140	2.0	13.0
?l?l?d?l?l?l?l?d?l?d?d?l	140	2.0	12.0
?d?d?d?d?d?d?d?d?l?d?d?d?d?d?l	140	2.0	15.0
?u?u?l?l?u?l?l?d?l	140	3.0	9.0
?d?d?l?d?d?d?d?d?d?d?l?l	140	2.0	12.0
?u?u?u?u?s?u?u?u?u?s?u?u	140	2.0	12.0
?u?d?d?d?l?l?l?d?d?d?d	140	3.0	11.0
?s?d?u?l?l?l?l?l?d?s	140	4.0	10.0
?l?l?l?l?d?s?l?l?l?l?l?d	140	3.0	12.0
?u?d?l?l?l?l?u?l?d	140	3.0	9.0
?l?d?d?d?d?d?d?l?d?d?d?l?l	140	2.0	13.0
?d?d?l?l?d?d?l?l?d?d?l?d?l?d?d?d	140	2.0	16.0
?u?u?l?l?l?l?l?l?l?u?u?d?d	140	3.0	13.0
?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?d?d?d?d?l?l	140	3.0	21.0
?a?a?a?a?a?a?a?a?a?a?a?a?d?d?d?d?a?a?a?a?a?a?a?a	140	1.0	24.0
?d?l?d?l?l?l?l?d?l?l?d?l?l?l?l	140	2.0	15.0
?d?d?l?l?l?l?l?l?l?l?s?d	140	3.0	12.0
?d?d?d?d?d?d?u?u?l?l?l?l?l	140	3.0	13.0
?l?l?l?l?l?u?l?l?d?u	140	3.0	10.0
?l?l?l?s?u?d?l?l	140	4.0	8.0
?d?d?l?d?d?d?l?l?d?d?l?d?d?d?l?l	140	2.0	16.0
?l?l?l?d?l?l?l?l?d?l?l?l?d?d	140	2.0	14.0
?u?u?l?l?l?l?l?l?s?s	140	3.0	10.0
?d?u?l?l?d?l?l?d?d?d	140	3.0	10.0
?l?l?s?l?d?d?d?d?l	140	3.0	9.0
?d?d?d?d?d?l?l?d?d?l?l?d?d?l?l?d	140	2.0	16.0
?d?d?d?u?d?d?d?l?l	140	3.0	9.0
?u?l?l?l?u?l?l?l?u?d?d?d	140	3.0	12.0
?d?d?u?l?l?l?l?l?u?u?d?u?d?d	140	3.0	14.0
?d?d?d?l?d?l?d?d?d?l?l?l?l?d?d?d	140	2.0	16.0
?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?s?l?l?l?l	140	2.0	21.0
?l?l?l?l?l?a?s?l?l?l?l?l?l?l?l?l?l	140	2.0	17.0
?u?l?l?u?u?l?l?l?d?d?d	140	3.0	11.0
?u?l?l?l?l?s?u?l?l?l?l?s?u?l?l?l?l	140	3.0	17.0
?a?a?a?a?d?d?d?d?d?d?a?a?a?a?a	140	1.0	15.0
?d?d?d?d?u?u?d?d?l	140	3.0	9.0
?l?l?d?d?d?d?d?l?u	140	3.0	9.0
?u?l?l?l?l?l?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d	140	3.0	21.0
?l?d?u?u?u?u?u?u?u?d	140	3.0	10.0
?l?l?s?l?l?s?l?s?l?l	140	2.0	10.0
?l?l?u?l?l?u?l?u?l?d	140	3.0	10.0
?u?l?l?l?u?s?l?l?l?l	140	3.0	10.0
?d?l?l?d?l?d?l?l?d?d?d?d?l?d?d?d	140	2.0	16.0
?u?l?l?l?l?d?d?d?s?l?l?l?l?s?l?l	140	4.0	16.0
?d?d?l?l?d?d?d?l?l?l?l?l?l	140	2.0	13.0
?l?l?l?l?s?l?l?s?l?l?l?l?s?l?l?l?l	140	2.0	17.0
?l?u?l?l?l?l?u?l?l?l?d	140	3.0	11.0
?u?l?l?l?u?l?l?l?l?u?l?d?d	140	3.0	13.0
?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?l?d	140	2.0	17.0
?d?l?l?d?l?d?d?d?d?l?l?d?d?l?d?d	140	2.0	16.0
?d?d?d?d?l?l?l?l?l?l?l?s?s?s	140	3.0	14.0
?u?l?l?l?l?d?u?l?l?u	140	3.0	10.0
?l?l?l?d?u?l?u?u?l	140	3.0	9.0
?l?d?d?l?l?l?l?d?u	140	3.0	9.0
?u?l?l?u?l?d?l?l?u	140	3.0	9.0
?l?u?l?d?l?d?u?d?d?d	140	3.0	10.0
?u?d?l?s?d?l?l?l	140	4.0	8.0
?d?l?l?d?d?l?l?d?d?d?d?d?d?d?l?l	140	2.0	16.0
?u?u?l?l?l?l?u?u?l?d	140	3.0	10.0
?u?u?u?l?u?l?u?d?u	140	3.0	9.0
?l?d?l?u?l?l?d?l?l	140	3.0	9.0
?l?u?d?d?l?u?l?l?u	140	3.0	9.0
?d?d?d?d?d?l?s?l?s	140	3.0	9.0
?l?u?u?l?l?u?l?u?l?d	140	3.0	10.0
?d?d?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d	140	2.0	19.0
?d?l?l?l?d?l?l?d?d?d?d?d?l?d?d?d	140	2.0	16.0
?d?l?s?l?d?l?l?l	140	3.0	8.0
?u?d?l?l?u?d?d?d?d	140	3.0	9.0
?u?l?u?l?l?l?l?l?u?l?l?l?l?l	140	2.0	14.0
?u?d?u?d?d?u?d?u?d?d	140	2.0	10.0
?l?d?l?l?l?l?l?l?s?l?l?l	140	3.0	12.0
?l?l?l?l?l?l?l?l?d?d?d?d?l?u	140	3.0	14.0
?l?l?l?s?l?s?a?s	140	2.0	8.0
?l?d?d?d?d?l?l?d?d?l?l?l	140	2.0	12.0
?u?d?l?u?d?u?u?d?d?d	140	3.0	10.0
?d?u?l?l?l?l?l?l?l?l?l?d?d?d	140	3.0	14.0
?a?a?a?a?a?a?a?a?a?a?s?l?l?l?l?s	140	2.0	16.0
?d?d?d?d?d?l?l?d?d?d?d?d?l	140	2.0	13.0
?l?d?u?l?l?u?u?l?l	140	3.0	9.0
?u?l?l?l?l?l?l?l?s?l?l?l?l?l?d?d	140	4.0	16.0
?s?s?s?s?l?l?l?l?l?l?l?s?s?s?s	140	2.0	15.0
?d?d?d?l?l?l?l?u?l?l	140	3.0	10.0
?l?u?l?u?l?u?d?u?u	140	3.0	9.0
?l?u?u?u?u?u?l?l?u?d	140	3.0	10.0
?l?l?l?l?l?l?l?l?l?s?d?l?d	140	3.0	13.0
?l?l?l?d?l?l?l?d?d?d?s	140	3.0	11.0
?u?u?l?l?l?l?l?l?l?l?d?d?d?d?d	140	3.0	15.0
?d?d?d?d?u?u?u?u?u?u?u?d	140	2.0	12.0
?d?d?d?d?d?d?d?d?d?d?l?l?u?u	140	3.0	14.0
?u?u?l?u?l?u?u?u?l?d	140	3.0	10.0
?l?l?s?l?l?l?l?s?l?l?l?l?l?l?l?s?l?l	140	2.0	18.0
?d?d?u?l?l?l?u?u?u	140	3.0	9.0
?d?d?d?d?d?l?l?l?l?d?d?d?d?d?d?d?d	140	2.0	17.0
?d?d?d?d?d?d?d?d?l?l?d?d?d?d?d?d?d?d?u?u	140	3.0	20.0
?d?u?u?d?d?d?u?u?d?u?u	140	2.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?s?s?d?d?a?s	140	3.0	21.0
?l?u?u?u?u?u?l?u?l?d	140	3.0	10.0
?l?l?l?d?l?d?d?l?d?l?d	140	2.0	11.0
?u?u?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d	140	2.0	17.0
?u?l?d?d?d?d?d?l?d	140	3.0	9.0
?u?u?u?d?u?u?u?u?l	140	3.0	9.0
?l?l?l?l?l?l?s?l?l?l?l?s?l?l?l?l?l?l?s?l?l?l	140	2.0	22.0
?l?u?d?l?d?l?l?l?u	140	3.0	9.0
?d?l?d?d?d?l?d?l?d?d?d?l?l?d?l?d	140	2.0	16.0
?l?d?u?u?l?l?u?l?l	140	3.0	9.0
?u?s?l?l?l?s?l?l?l?l	140	3.0	10.0
?s?u?u?u?u?u?u?u?u?u?u?u?s	140	2.0	13.0
?a?a?a?a?a?d?d?d?d?d?d?a?a?a?a	140	1.0	15.0
?l?l?l?l?l?d?l?l?l?d?d?l?l?l?d	140	2.0	15.0
?u?d?l?l?l?l?u?l?u	140	3.0	9.0
?d?d?u?l?u?u?l?d?d	140	3.0	9.0
?d?d?d?d?d?d?d?u?l?l?l?d	140	3.0	12.0
?l?l?l?d?l?u?u?l?u	140	3.0	9.0
?l?l?l?d?s?s?d?d	139	3.0	8.0
?d?d?d?l?d?d?d?d?d?l?l?l?d?l?l?d	139	2.0	16.0
?l?l?l?l?l?l?d?d?d?d?d?d?s?l?l?l?l?l?l?s?l?l	139	3.0	22.0
?l?l?l?l?l?l?l?l?l?l?l?s?l?d?d?d?d	139	3.0	17.0
?d?d?u?d?d?d?u?d?d?d	139	2.0	10.0
?l?d?d?d?d?d?d?u?d?d?d?d?d?d	139	3.0	14.0
?s?s?d?d?d?d?l?l?l?l?l	139	3.0	11.0
?l?l?l?l?l?d?d?d?d?d?d?a?s	139	3.0	13.0
?u?u?u?u?d?l?l?u?u	139	3.0	9.0
?l?l?u?l?u?d?u?l?u	139	3.0	9.0
?l?l?l?l?d?d?d?l?l?l?d?d?d?l?l?l	139	2.0	16.0
?u?u?u?u?l?l?l?l?l?l?l?l?l?d?d?d	139	3.0	16.0
?u?d?d?d?u?u?u?u?u?d	139	2.0	10.0
?l?l?d?d?d?l?l?l?l?l?l?d?d?d?d	139	2.0	15.0
?l?l?l?l?l?d?d?d?d?d?d?s?l?l?l	139	3.0	15.0
?l?l?d?d?d?l?l?l?l?d?d?l	139	2.0	12.0
?l?l?l?l?s?l?l?s?l?l?l?l?l?d	139	3.0	14.0
?l?d?l?d?l?d?l?s?d	139	3.0	9.0
?d?l?d?d?d?d?d?l?d?d?l?l?d	139	2.0	13.0
?l?u?d?l?u?u?l?d?u	139	3.0	9.0
?l?l?l?l?l?l?d?d?d?u?l?l	139	3.0	12.0
?u?d?d?u?u?d?d?d?d?d	139	2.0	10.0
?d?d?d?s?d?s?d?d?s?d?d	139	2.0	11.0
?l?u?d?l?l?u?u?l?u?u	139	3.0	10.0
?d?d?d?a?a?a?a?a?a?a?a?d	139	1.0	12.0
?d?d?l?l?l?d?l?d?d?d?l?d?d?d?l?d	139	2.0	16.0
?l?d?u?l?l?u?l?u?u	139	3.0	9.0
?l?l?u?d?l?l?l?s	139	4.0	8.0
?u?u?u?u?u?l?l?u?u?d	139	3.0	10.0
?d?d?l?d?l?d?l?d?d?d?d?l?l?d?d?l	139	2.0	16.0
?u?u?u?d?d?d?s?d?d	139	3.0	9.0
?d?d?d?l?l?l?l?l?u?u?d?u?d?d	139	3.0	14.0
?u?u?u?u?u?u?u?u?u?s?u?u?u?u?u?u?u?s?u?u?u	139	2.0	21.0
?d?d?d?d?d?d?d?s?a?s	139	2.0	10.0
?d?d?l?l?l?l?l?l?l?l?a?s	139	3.0	12.0
?d?d?d?d?d?l?d?l?l?l?l?l	139	2.0	12.0
?l?l?l?d?d?d?d?s?l?l?l?d?d?d?d	139	3.0	15.0
?d?d?d?d?d?d?d?u?d?d?d?d?d	139	2.0	13.0
?u?u?l?l?u?u?u?u?l?d	139	3.0	10.0
?l?l?d?d?l?l?l?l?l?l?d?d?l?l	139	2.0	14.0
?l?l?l?l?s?d?d?d?s?l?l?l?l?l	139	3.0	14.0
?u?l?l?l?l?l?l?l?l?l?l?l?u?u?d?u?d?d	139	3.0	18.0
?d?d?l?l?d?d?u?u?u	139	3.0	9.0
?l?u?l?l?l?u?u?d?l	139	3.0	9.0
?u?l?l?u?u?l?u?u?l?d	139	3.0	10.0
?d?l?d?l?l?u?l?l?l	139	3.0	9.0
?d?l?d?l?l?l?l?l?d?l?l?l?l?l?d	139	2.0	15.0
?u?l?l?d?d?d?d?s?l?l	139	4.0	10.0
?d?d?u?l?l?l?d?d?l?l	139	3.0	10.0
?u?l?l?s?d?l?l?l?l?l?l	139	4.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?s?d?d?s?l?l?l?l?s?l?l	139	3.0	22.0
?u?l?l?d?d?d?d?d?d?l?l?u	139	3.0	12.0
?u?u?l?d?d?d?d?d?d?d?d?d?d?d	139	3.0	14.0
?l?d?d?l?l?l?l?l?l?d?l?l?l?l	139	2.0	14.0
?d?s?u?l?l?l?l?l?s?d	139	4.0	10.0
?u?u?u?l?u?u?u?l?u?d	139	3.0	10.0
?d?a?a?d?d?d?d?d?d	139	1.0	9.0
?d?l?l?d?d?d?l?l?d?d?d?d?d?d?l?l	139	2.0	16.0
?l?l?d?d?d?d?d?d?d?d?l?l?s	139	3.0	13.0
?l?u?d?l?u?u?l?u?d	139	3.0	9.0
?d?d?d?d?d?d?a?s?u?l?l?l?l?l?l?l?a?s?u?l?l?l?l	139	4.0	23.0
?d?d?d?d?l?l?l?l?l?l?s?l?l?l?l?l?s?l?l?l	139	3.0	20.0
?l?l?l?l?d?d?d?d?d?l?d?l	139	2.0	12.0
?l?l?l?d?d?d?l?l?l?l?l?l?l?d?d?d?d	139	2.0	17.0
?d?d?d?d?u?u?u?u?d?d?d?d?d?d	139	2.0	14.0
?u?l?l?d?s?u?l?u	139	4.0	8.0
?l?l?d?u?l?d?u?d?d?d	139	3.0	10.0
?u?u?u?u?u?u?l?l?l?l?l?l?l?d?d?d?d	139	3.0	17.0
?u?u?u?u?d?u?u?d?u?u?u?u	139	2.0	12.0
?l?l?l?l?u?u?l?l?u?d	139	3.0	10.0
?a?a?a?a?l?l?l?l?l?l?l?l?l	139	1.0	13.0
?u?d?d?d?d?u?u?d?d?d?d	139	2.0	11.0
?l?l?l?l?l?l?l?l?d?s?d?d?s?d?d	139	3.0	15.0
?u?l?l?u?l?l?l?l?l?u?l?l?d?d	139	3.0	14.0
?u?d?d?u?u?d?d?u?d?d	139	2.0	10.0
?d?l?l?l?l?l?d?l?d?l?l?l?l?d?l	139	2.0	15.0
?l?d?l?l?l?l?l?l?d?l?d?l?d?l?l	139	2.0	15.0
?d?d?d?d?u?u?u?u?u?u?u?u?d?d	139	2.0	14.0
?l?l?l?l?l?l?l?d?d?l?d?l?l?l	139	2.0	14.0
?l?l?l?l?l?l?s?d?d?d?d?s?l?l?l?l?l?l	139	3.0	18.0
?d?l?d?l?d?d?d?l?d?d?d	139	2.0	11.0
?d?d?l?l?l?l?l?d?d?d?l?d	139	2.0	12.0
?d?d?d?d?l?d?l?l?d?l?d?d?l?l?d?d	139	2.0	16.0
?s?l?l?a?s?l?l?l?l?l?d?d?d?d	139	3.0	14.0
?d?d?d?l?l?d?d?d?u?u	139	3.0	10.0
?d?l?d?l?l?l?l?d?d?d?d?d	139	2.0	12.0
?l?l?l?l?l?l?d?d?d?d?d?s?l?l?l?s?l?l?l	139	3.0	19.0
?u?l?l?u?l?l?l?l?l?u?l?d?d	139	3.0	13.0
?d?l?l?d?d?d?l?l?d?l?d?d?d?d?l?d	139	2.0	16.0
?d?u?l?l?l?l?l?u?u?u	139	3.0	10.0
?d?d?d?s?d?d?s?d?d?d?s?d?d?d?a?s?l?l?l?l?d?d?d	139	3.0	23.0
?l?l?l?d?l?d?l?l?d?l?l?l?l?l	139	2.0	14.0
?u?u?u?u?u?l?l?l?s	139	3.0	9.0
?u?u?d?u?d?u?d?d?d?d	139	2.0	10.0
?l?l?l?l?l?s?l?l?l?s?l?l?l?d?d	139	3.0	15.0
?d?l?d?d?l?d?d?l?d?l?d?l?l?d?d?d	139	2.0	16.0
?l?l?l?l?l?l?l?l?s?d?d?d?d?d?d?s	139	3.0	16.0
?l?u?l?l?l?u?l?u?u?d	139	3.0	10.0
?u?u?d?d?u?u?l?d?d?d	139	3.0	10.0
?u?d?d?u?d?u?d?u?u	139	2.0	9.0
?u?l?l?l?l?u?l?l?l?u?l?d?d	139	3.0	13.0
?d?l?d?l?l?d?d?l?d?l?l?d?d?d?d?d	139	2.0	16.0
?l?l?u?u?l?l?d?d?d?d?d	139	3.0	11.0
?l?l?l?l?l?l?l?l?l?d?d?d?d?s?l?l?l	139	3.0	17.0
?l?d?l?d?l?l?l?d?l?l?d?d	139	2.0	12.0
?d?d?d?s?d?d?d?s?d?d?s?d?d?a?s?l?l?l?l?l?l?d?d	139	3.0	23.0
?d?d?d?d?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l	139	3.0	19.0
?l?l?l?l?l?l?l?l?d?s?l?l?l?l?l?l	139	3.0	16.0
?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?d?d?d?d?d	139	3.0	21.0
?u?l?u?l?l?d?u?u?u	139	3.0	9.0
?l?d?d?s?d?d?l?l?s?d	139	3.0	10.0
?l?u?u?u?l?l?u?d?u	139	3.0	9.0
?d?d?s?d?d?s?d?d?d?s?d?d?a?s?l?l?l?d?d?d	139	3.0	20.0
?d?l?d?l?l?l?l?l?l?l?l?l?l?d	139	2.0	14.0
?d?l?l?l?d?d?l?d?d?d?d?d?d?l?d?l	139	2.0	16.0
?a?a?a?a?a?a?a?a?a?a?a?a?a?a?d?d?a?a?a?a?a?a	139	1.0	22.0
?u?u?u?l?l?l?u?l?l?l?d	139	3.0	11.0
?l?l?l?l?l?a?l?l?l?l	139	1.0	10.0
?l?l?l?l?l?d?l?l?l?l?l?d?l?l?l?l?l	139	2.0	17.0
?u?u?u?u?l?l?l?l?l?d?s	139	4.0	11.0
?u?u?u?l?l?u?u?d?u	139	3.0	9.0
?l?l?l?d?d?d?s?l?l?l?l?s?l?l?l	139	3.0	15.0
?u?u?u?l?u?l?u?l?u?d	139	3.0	10.0
?l?l?l?l?l?u?l?l?l?l?l?l?l?l?l?l?l	139	2.0	17.0
?u?u?l?l?l?u?u?d?u	139	3.0	9.0
?d?d?d?d?d?d?d?d?u?l?l?l?l?l?l?l?l?l?l	139	3.0	19.0
?d?d?d?d?d?s?d?l?l?l	139	3.0	10.0
?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?s	139	3.0	19.0
?u?l?l?l?d?l?d?l?l?s	139	4.0	10.0
?l?u?u?u?u?l?u?u?l?d	139	3.0	10.0
?d?d?l?l?l?d?d?d?d?l?d?d?d?l?d?l	139	2.0	16.0
?l?d?l?d?s?s?s?s	139	3.0	8.0
?l?d?d?d?l?l?d?l?d?d?d	139	2.0	11.0
?d?l?l?d?d?l?l?d?d?d?d?d	139	2.0	12.0
?s?l?l?l?l?l?l?l?s?l?l?l?l?l	139	2.0	14.0
?s?s?u?l?l?l?l?l?l?d	139	4.0	10.0
?u?l?l?l?d?d?d?d?d?d?u?l?l	139	3.0	13.0
?d?d?l?l?l?d?d?d?d?l?l?l?l?l?l?l	139	2.0	16.0
?u?u?u?l?u?u?l?l?l?d	139	3.0	10.0
?l?l?l?d?u?l?u?u?u	139	3.0	9.0
?u?u?u?u?u?d?d?d?d?d?d?u?u?u	139	2.0	14.0
?l?s?l?s?l?s?l?s?l?s?l?s?l?s?l?s?l?s?l	139	2.0	19.0
?l?l?u?u?u?u?u?l?u?d	139	3.0	10.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?l?l?l?l	139	2.0	24.0
?l?l?l?d?d?d?d?s?l?l?s?l?l	139	3.0	13.0
?u?u?d?d?l?l?l?u?u	139	3.0	9.0
?l?l?l?l?l?l?l?l?l?l?l?l?u?u?d?d	139	3.0	16.0
?l?l?l?l?l?l?l?l?d?d?d?s?l	139	3.0	13.0
?u?d?d?u?d?d?u?d?d?l	139	3.0	10.0
?d?d?l?u?u?l?u?d?d?d	139	3.0	10.0
?d?d?d?d?s?u?l?l?l?l?s?d?d	139	4.0	13.0
?u?l?l?d?l?l?l?d?u?l	139	3.0	10.0
?d?u?u?u?u?d?u?d?u	139	2.0	9.0
?u?l?d?d?l?l?d?d?u	139	3.0	9.0
?l?l?l?l?s?s?d?d?s?d?d?d?d	139	3.0	13.0
?d?d?d?s?u?u?u?u?u?u?u	139	3.0	11.0
?l?d?l?u?d?u?u?d?d?d	139	3.0	10.0
?l?d?l?l?d?l?l?s?d?d	139	3.0	10.0
?s?l?l?l?a?s?l?l?l?l?l?d	139	3.0	12.0
?l?u?u?u?l?u?l?d?u	139	3.0	9.0
?l?d?d?l?l?l?d?d?l?l?l?d	139	2.0	12.0
?d?d?d?d?d?l?l?l?l?s?l?l?l	139	3.0	13.0
?l?d?l?u?l?l?u?u?l	139	3.0	9.0
?u?d?u?l?d?u?u?d?d?d	139	3.0	10.0
?u?d?d?l?l?u?u?d?d?d	139	3.0	10.0
?u?l?l?l?l?l?u?l?u?u?u	139	2.0	11.0
?u?l?l?l?l?l?l?d?d?l?l?l?l?l?l?l?l?l	139	3.0	18.0
?u?u?l?d?u?u?u?d?u?u?u?l?u?u?s?s	139	4.0	16.0
?u?l?l?l?l?u?l?l?l?l?l?l?u?l?l	139	2.0	15.0
?l?d?d?d?l?d?d?d?d?l?d?d	139	2.0	12.0
?u?l?l?l?l?u?l?u?l?l?l?l?d	139	3.0	13.0
?l?l?l?d?d?d?d?d?d?d?d?s?l?l?l	139	3.0	15.0
?d?l?l?l?l?l?l?l?l?d?l?l?l?d	139	2.0	14.0
?l?l?l?l?l?d?d?d?d?u?l?l?l?l	139	3.0	14.0
?d?d?l?l?d?d?d?d?d?d?d?d?l?l?l?l	139	2.0	16.0
?d?l?d?d?l?d?d?d?d?l?l?l?d?d?l?d	139	2.0	16.0
?l?d?l?l?l?l?s?l?l?l?l?l?l	139	3.0	13.0
?l?l?l?u?l?u?l?u?u?d	139	3.0	10.0
?d?d?d?d?l?d?d?l?d?d?d?d?l	139	2.0	13.0
?l?l?u?u?u?d?d?s	139	4.0	8.0
?l?l?l?l?l?l?s?l?l?l?l?s?l?l?l?l?l?s?l?l?s?l?l	139	2.0	23.0
?d?d?l?u?u?u?u?u?d?d	139	3.0	10.0
?d?d?l?l?l?d?d?d?d?d?l?d?d?d?l?l	139	2.0	16.0
?l?l?l?l?l?l?l?l?l?a?s?a?s?a?s	139	2.0	15.0
?l?u?l?l?l?l?l?l?l?l?l?d?d?d	139	3.0	14.0
?l?u?d?u?l?l?u?l?d	139	3.0	9.0
?l?l?d?d?d?l?d?d?d?d?d?d?l	139	2.0	13.0
?d?d?u?d?u?d?u?d?u	139	2.0	9.0
?l?l?d?u?u?l?u?l?l	139	3.0	9.0
?l?s?s?d?d?a?s?l?l?l?l?l?l?l?l	139	3.0	15.0
?u?l?l?l?l?d?d?l?l?l?l?u	139	3.0	12.0
?d?d?d?d?l?l?d?l?l?l?l?l?l	139	2.0	13.0
?l?u?d?l?u?l?l?l?u?u	139	3.0	10.0
?u?u?u?u?u?u?u?u?l?l?l?d?d?d	139	3.0	14.0
?l?d?d?l?d?d?l?d?d?u	139	3.0	10.0
?l?l?l?l?l?l?l?d?d?s?d?d?s	139	3.0	13.0
?d?d?d?d?l?l?d?l?d?d?l?d?l?d?l?d	139	2.0	16.0
?d?d?l?d?d?l?l?d?d?l?l?l?d?d?d?d	139	2.0	16.0
?u?l?l?l?u?u?l?l?l?d?d?d?d	139	3.0	13.0
?l?l?l?l?u?u?d?u?l	139	3.0	9.0
?a?a?a?a?a?a?a?a?d?a?a?a?a?a?a?a?a?d	139	1.0	18.0
?d?d?l?l?u?l?l?d?d?d	139	3.0	10.0
?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?s?s	139	3.0	18.0
?u?l?u?l?s?u?l?u	139	3.0	8.0
?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d?s?l?l?l?l?s?l?l	139	3.0	23.0
?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?a?a?a?a	139	1.0	22.0
?l?l?s?l?l?l?l?l?l?l?l?s?l?l?l?l?l?s?l?l?l	139	2.0	21.0
?d?d?d?d?d?d?l?d?l?d?l?l	139	2.0	12.0
?u?u?u?u?d?u?s?u?u?u	139	3.0	10.0
?l?d?d?l?d?d?l?d?l?d?l?d	139	2.0	12.0
?u?u?l?u?d?l?u?l?l	139	3.0	9.0
?l?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?d?s	139	3.0	18.0
?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?a?a?a	139	1.0	19.0
?l?u?d?u?l?l?d?d?d?d	139	3.0	10.0
?l?l?l?u?l?l?l?l?l?l?l?d?d?d	139	3.0	14.0
?u?u?u?u?l?u?u?d?u	139	3.0	9.0
?l?l?l?l?s?l?l?l?l?l?l?l?l?l?d?d?d?d?d	139	3.0	19.0
?a?s?s?l?l?l?l?l	139	2.0	8.0
?d?l?d?d?d?l?d?l?d?l?d?d?l?l?d?d	139	2.0	16.0
?s?s?s?s?d?d?d?d?l	139	3.0	9.0
?u?l?u?u?d?d?l?d?d?d	139	3.0	10.0
?l?l?u?l?u?l?l?u?u?d	139	3.0	10.0
?u?u?l?l?d?l?u?u?u	139	3.0	9.0
?u?u?u?s?l?l?l?l?l?d	139	4.0	10.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?d?u	139	4.0	19.0
?s?l?l?l?l?l?l?s?d?d?d?s	139	3.0	12.0
?l?l?d?d?l?d?s?s	139	3.0	8.0
?l?d?s?d?d?l?l?l	139	3.0	8.0
