Mask	Count	Complexity	Length
?d?l?l?d?l?l?l?l?l?l?l?d?l?l?l	514	2.0	15.0
?u?d?l?l?l?s?l?l?l	514	4.0	9.0
?d?d?d?d?d?d?s?d?l	514	3.0	9.0
?l?l?d?l?l?l?l?l?d?l?d?l	514	2.0	12.0
?a?a?a?a?a?a?a?d?d?d?d?d	514	1.0	12.0
?l?l?l?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d	514	2.0	21.0
?l?l?l?l?l?s?d?d?d?d?d?d?d?d?d?d?d?d	514	3.0	18.0
?u?u?l?d?d?d?d?s	514	4.0	8.0
?d?l?u?d?u?l?d?u	514	3.0	8.0
?l?d?d?l?d?d?d?l?d?d?d	514	2.0	11.0
?d?d?d?d?d?d?d?l?d?d?l?d?l?d?d?d	514	2.0	16.0
?d?d?u?d?d?u?d?d?u?d?d	514	2.0	11.0
?l?l?l?l?l?l?l?d?d?l?l?d?l?l?l	514	2.0	15.0
?u?l?l?l?l?l?l?d?u?l?l?l?l?l	514	3.0	14.0
?d?d?d?d?d?d?d?d?d?d?l?l?u	514	3.0	13.0
?d?d?l?d?d?d?l?l?d?d?d?d?d?d?d?d	514	2.0	16.0
?l?l?s?l?l?l?l?l?l?l?s?d?d	514	3.0	13.0
?d?d?d?d?d?d?d?d?d?l?l?l?l?l?d?d?d?d	514	2.0	18.0
?l?l?l?l?l?l?l?l?l?u?u?u?u?u	514	2.0	14.0
?l?l?d?l?l?l?l?d?l?d?l?l	514	2.0	12.0
?d?l?l?s?l?l?l?d	514	3.0	8.0
?u?u?d?u?d?d?u?l	514	3.0	8.0
?l?d?d?u?u?u?d?u	514	3.0	8.0
?u?l?l?l?u?l?l?u?l?d?d	514	3.0	11.0
?l?u?l?l?u?l?l?l?l?d?d	514	3.0	11.0
?l?d?d?d?d?d?d?s?d	513	3.0	9.0
?s?s?s?s?s?d?d?d?d?d?d	513	2.0	11.0
?d?d?l?l?l?l?l?l?l?l?l?d?l?l?l	513	2.0	15.0
?d?u?l?l?u?l?l?d?l?d	513	3.0	10.0
?d?d?l?d?d?d?d?d?d?d?l?d?l?d?d?d	513	2.0	16.0
?d?d?u?l?l?l?s?s	513	4.0	8.0
?l?d?l?l?l?d?l?l?d?l?d	513	2.0	11.0
?l?l?l?d?l?l?l?l?l?l?l?l?d?d?l	513	2.0	15.0
?u?l?l?l?l?l?l?l?l?l?s?l?l	513	3.0	13.0
?d?d?d?d?d?d?d?l?d?l?d?d?d?l?d?d	513	2.0	16.0
?u?d?l?d?u?d?d?l	513	3.0	8.0
?l?l?l?l?l?l?l?l?d?l?d?d?l?l?l	513	2.0	15.0
?u?u?u?u?u?u?u?s?u?u?u?u?u?u?u?u?u	513	2.0	17.0
?d?d?l?l?l?l?l?l?l?s?d?d	513	3.0	12.0
?s?d?d?d?d?d?l?l?l	513	3.0	9.0
?l?l?d?d?d?d?d?d?l?d?d?d	513	2.0	12.0
?d?d?d?d?a?a?a?a?a?d?d?d?d	513	1.0	13.0
?l?d?l?d?l?l?l?l?l?l?d?d	513	2.0	12.0
?u?l?l?u?l?l?l?l?u?l	513	2.0	10.0
?d?d?u?u?l?l?l?l?l?l?l	513	3.0	11.0
?d?d?d?d?l?d?d?d?d?d?l?d?d?l?d?d	513	2.0	16.0
?l?s?l?d?l?l?l?l?l?l	513	3.0	10.0
?u?u?u?l?u?d?d?d?d	513	3.0	9.0
?d?l?l?l?d?l?l?l?l?d?l?l?l?l?l	513	2.0	15.0
?d?d?d?d?a?d?d?d?d?a	513	1.0	10.0
?d?d?s?d?d?s?d?d?s?d?d?a?s?l?l?l?l?l?l?l	513	3.0	20.0
?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?s?l?l?l	512	2.0	23.0
?d?l?l?u?u?l?d?l?d	512	3.0	9.0
?l?d?d?u?l?d?d?d	512	3.0	8.0
?l?d?d?d?d?d?s?d	512	3.0	8.0
?d?d?d?l?d?d?d?d?d?l?d?d?d?d?l?d	512	2.0	16.0
?u?l?l?s?u?l?l?d?d?d	512	4.0	10.0
?l?l?l?l?l?l?l?l?l?l?l?l?d?d?d?l?l	512	2.0	17.0
?d?d?u?d?l?d?l?d	512	3.0	8.0
?u?l?l?l?d?l?d?d?s	512	4.0	9.0
?u?u?u?u?u?u?d?d?l?l	512	3.0	10.0
?d?l?l?u?l?l?l?l?d?d	512	3.0	10.0
?l?l?l?d?d?d?l?l?l?d?d?d?d?d	512	2.0	14.0
?d?d?u?d?d?l?l?d	512	3.0	8.0
?l?l?l?l?l?l?l?d?l?d?d?l?l?l?l	512	2.0	15.0
?u?u?u?l?u?l?d?d?d	512	3.0	9.0
?l?l?s?l?s?l?d?d	512	3.0	8.0
?l?d?l?l?l?l?d?l?l?s	512	3.0	10.0
?u?l?l?l?l?l?s?d?l?l	512	4.0	10.0
?d?d?d?d?l?l?d?d?d?d?l?d?d?d?d?d	512	2.0	16.0
?d?u?l?u?d?d?d?d	512	3.0	8.0
?a?a?a?a?d?a?a?a?a?d?a?a?a?a?d	512	1.0	15.0
?u?d?d?d?d?d?d?d?d?d?s	512	3.0	11.0
?d?d?l?l?l?l?l?l?d?s	512	3.0	10.0
?u?l?l?l?l?l?l?l?l?d?l?l?l?l?l?l	512	3.0	16.0
?d?d?s?d?d?d?s?d?d?d?s?d?d?a?s?l?l?l?l?l?l?d?d?d	512	3.0	24.0
?l?l?l?l?l?l?d?d?d?d?l?l?d?d	512	2.0	14.0
?l?d?l?l?l?l?d?l?l?d?l?l?l?l?l	512	2.0	15.0
?d?u?d?l?d?d?l?l	512	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?s?l?l?s?l?l	512	2.0	17.0
?u?l?l?l?l?l?l?l?l?l?s?s?s	512	3.0	13.0
?l?d?d?d?d?s?s?s	511	3.0	8.0
?u?l?d?l?d?l?l?u?l?u	511	3.0	10.0
?l?l?d?l?l?l?d?l?l?d?l?l?l?l?l	511	2.0	15.0
?u?l?l?l?l?l?u?l?u?l	511	2.0	10.0
?d?d?d?d?d?d?d?d?u?u?s	511	3.0	11.0
?u?l?l?l?l?s?l?l?l?d?d?d?d	511	4.0	13.0
?l?l?a?s?d?d?d?d?d?d	511	3.0	10.0
?d?d?d?d?d?d?d?d?d?d?a?s?u?l?l?l?a?s?u?l?l?l?l?l	511	4.0	24.0
?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l?d?d?d	511	2.0	19.0
?d?u?d?u?u?d?u?l	511	3.0	8.0
?l?u?l?l?l?l?l?l?u?d?d	511	3.0	11.0
?d?d?d?d?l?l?l?d?l?l?l	511	2.0	11.0
?u?l?l?d?d?s?s?s	511	4.0	8.0
?l?l?d?l?l?l?l?d?d?l?l?l?l?l?l	511	2.0	15.0
?u?u?l?l?u?u?l?l?d	511	3.0	9.0
?d?s?d?s?d?s?d?s?d?s?d?s?d	511	2.0	13.0
?l?l?l?l?l?l?d?l?d?d?l?l?l?l?l	511	2.0	15.0
?d?d?d?s?d?d?s?d?d?s?d?d?d?a?s?l?l?l?l?l?l	511	3.0	21.0
?l?l?l?d?l?l?l?l?s?d	511	3.0	10.0
?u?l?l?l?d?d?d?d?d?d?d?u	511	3.0	12.0
?d?d?l?d?d?d?d?l?d?d?d?d?d?d?d?l	511	2.0	16.0
?s?l?l?l?l?l?s?l?l?l?l?l?s	511	2.0	13.0
?u?l?l?d?d?u?l?l?u?l	511	3.0	10.0
?l?l?d?d?l?l?s?l	511	3.0	8.0
?d?d?d?u?u?d?d?d?u?u	511	2.0	10.0
?l?l?l?d?l?l?d?l?l?d?l?l?l?l?l	511	2.0	15.0
?u?u?u?u?u?s?l?l?l?l	511	3.0	10.0
?l?u?l?l?l?u?l?l?l?l	510	2.0	10.0
?u?l?l?l?l?l?l?l?l?d?d?d?d?u?u?d?u?d?d	510	3.0	19.0
?l?l?l?l?l?d?l?l?l?d?d?l?l?l?l	510	2.0	15.0
?d?d?d?d?d?d?d?l?d?l?d?l?d?d?d?d	510	2.0	16.0
?d?d?l?l?l?l?l?d?s	510	3.0	9.0
?d?u?l?u?l?l?l?l?l	510	3.0	9.0
?l?l?l?l?d?d?s?l?l?l?l?l?s?l?l	510	3.0	15.0
?u?l?l?d?d?l?l?l?u	510	3.0	9.0
?l?l?l?l?l?u?l?d?l	510	3.0	9.0
?l?l?l?d?l?l?d?l?l?l?l?l?l?l?d	510	2.0	15.0
?d?d?d?d?d?l?l?d?d?d?d?d?l?d?d?d	510	2.0	16.0
?u?l?l?l?l?l?d?s?l	510	4.0	9.0
?l?d?l?u?d?l?d?d	510	3.0	8.0
?d?l?l?d?d?d?d?d?d?d?d?d?l?d?d?d	510	2.0	16.0
?u?d?d?l?d?d?l?d?d?d?d	510	3.0	11.0
?d?l?l?d?l?l?l?l?l?l?l?l?l?d?l	510	2.0	15.0
?u?u?u?s?u?u?u?s	510	2.0	8.0
?l?l?l?l?l?l?d?d?l?l?l?d?l?l?l	510	2.0	15.0
?l?l?l?l?l?s?l?l?l?l?l?l?l?l?l?s?l?l?l?l	510	2.0	20.0
?l?l?l?l?l?l?d?l?l?l?l?l?l?l?l?l?l?l?l?l?l	510	2.0	21.0
?d?d?d?l?d?d?d?d?d?d?d?l?d?l?d?d	509	2.0	16.0
?l?d?l?l?l?l?l?l?l?d?l?d?l?l?l	509	2.0	15.0
?d?l?l?l?l?d?l?l?l?l?l?d?l?l?l	509	2.0	15.0
?l?l?l?l?l?l?l?l?s?l?l?l?l?l?s?d?d	509	3.0	17.0
?u?u?l?d?d?d?d?u	509	3.0	8.0
?l?s?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?d	509	3.0	20.0
?d?l?l?l?l?l?l?l?l?l?l?l?d?d?l	509	2.0	15.0
?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l	509	2.0	23.0
?l?l?l?l?d?l?d?l?l?l?d?l?l?l?l	509	2.0	15.0
?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l?d	509	2.0	16.0
?l?l?d?l?l?l?l?l?l?l?d?l?l?d?l	509	2.0	15.0
?l?l?d?l?d?d?l?l?l?l?l?l?l?l?l	509	2.0	15.0
?d?d?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?a?d?d	509	1.0	22.0
?d?u?l?d?d?u?l?d	509	3.0	8.0
?l?l?l?l?l?l?d?d?l?l?l?l?d?l?l	509	2.0	15.0
?l?l?l?l?d?d?l?l?l?l?l?l?l?l?l?l?l?l?l	509	2.0	19.0
?l?l?l?l?l?l?l?d?d?l?l?l?l?l?l?l?l?l?l?l?l	509	2.0	21.0
?d?l?d?d?l?d?d?d?d?d?d?d?d?l?d?d	509	2.0	16.0
?u?l?l?l?l?l?l?l?l?l?l?u?u	509	2.0	13.0
?a?d?d?d?d?d?d?d?d?d?d?a	509	1.0	12.0
?l?d?l?l?d?l?l?d?l?l?l?l?l?l?l	509	2.0	15.0
?l?d?l?d?l?l?l?l?l?l?d?l?l?l?l	509	2.0	15.0
?l?l?d?l?d?l?l?l?l?l?d?l?l?l?l	509	2.0	15.0
?l?l?l?l?l?d?d?u?u?u?u?u	509	3.0	12.0
?u?l?l?l?u?l?u?l?l?l?d	509	3.0	11.0
?u?l?l?l?l?d?s?l?l?l	509	4.0	10.0
?d?d?l?d?d?l?d?d?d?d?d?d?l?d?d?d	509	2.0	16.0
?d?l?l?l?l?d?d?l?l?l?l?l?l?l?l	509	2.0	15.0
?u?l?l?l?l?l?l?l?l?l?s?l	509	3.0	12.0
?d?d?d?d?d?d?d?d?s?d?d?d?d?d?d	508	2.0	15.0
?d?u?u?l?d?u?d?u	508	3.0	8.0
?l?l?l?l?l?d?l?l?l?l?l?l?d?l?d	508	2.0	15.0
?l?l?d?d?l?l?l?l?d?l?l?l?l?l?l	508	2.0	15.0
?a?a?a?a?a?a?a?a?a?a?s?d?d	508	2.0	13.0
?l?l?d?l?l?l?l?l?l?l?d?l?l?l?d	508	2.0	15.0
?l?l?l?d?l?l?l?d?l?l?d?d	508	2.0	12.0
?d?d?d?d?d?l?l?l?l?l?l?l?l?d	508	2.0	14.0
?l?l?l?l?l?l?l?l?s?d?d?l?l	508	3.0	13.0
?d?s?d?d?d?s?d?d	508	2.0	8.0
?d?l?l?l?l?l?l?d?l?d?l?l?l?l?l	508	2.0	15.0
?d?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l?d?d	508	2.0	19.0
?d?d?d?d?d?d?u?u?u?u?u?d?d?d?d?d?d	508	2.0	17.0
?d?d?d?l?l?l?l?l?l?s?s?s	508	3.0	12.0
?l?l?l?l?l?d?d?d?s?l?l?l?l?l?l?l?s?l?l	508	3.0	19.0
?l?d?d?l?d?d?l?u	508	3.0	8.0
?l?l?l?l?l?l?s?l?l?l?l?l?s?l?l?l?l?l?l?l	508	2.0	20.0
?d?d?d?l?d?d?d?l?d?d?d?d?d?l?d?d	508	2.0	16.0
?l?d?u?d?l?u?d?d	508	3.0	8.0
?l?l?l?l?l?l?s?d?d?d?d?d?d?d?d?d?d?d	508	3.0	18.0
?d?s?u?u?u?u?u?u?u	508	3.0	9.0
?d?d?l?d?d?d?d?l?d?d?d?d?d?d?l?d	508	2.0	16.0
?d?d?d?l?d?l?d?d?d?d?d?d?d?d?l?d	507	2.0	16.0
?l?d?l?l?d?d?d?s	507	3.0	8.0
?l?u?d?d?d?d?d?d?s	507	4.0	9.0
?l?l?l?l?s?l?l?s?l?l?l?s?l?l?l?l	507	2.0	16.0
?l?l?l?l?l?l?l?l?l?d?d?l?d?l?l	507	2.0	15.0
?u?l?l?l?l?l?l?d?d?u?l?l?l?l	507	3.0	14.0
?l?l?l?u?s?d?d?d	507	4.0	8.0
?s?l?s?l?s?l?s?l?s	507	2.0	9.0
?d?d?d?u?l?l?l?l?l?l?l?s	507	4.0	12.0
?d?l?l?l?l?d?l?d?l?l?l	507	2.0	11.0
?u?l?l?l?l?l?u?l?l?u?l?l?l?l	507	2.0	14.0
?d?d?d?d?l?l?d?d?d?d?l?l?l	507	2.0	13.0
?d?d?u?u?d?u?l?u	507	3.0	8.0
?l?l?l?l?l?d?l?l?l?d?l?l?l?d?l	507	2.0	15.0
?u?l?l?l?l?d?l?d?l?d	507	3.0	10.0
?l?l?l?d?l?l?l?l?l?l?l?l?d?l	507	2.0	14.0
?u?u?u?u?u?u?u?l?l?l?l?l?l?l?l	507	2.0	15.0
?l?u?u?u?l?l?d?d?d?d	507	3.0	10.0
?l?u?l?l?l?l?u?l?l?d?d	507	3.0	11.0
?d?u?u?u?d?d?l?u	507	3.0	8.0
?u?l?l?l?l?l?l?d?l?l?l?d	507	3.0	12.0
?d?l?l?d?d?d?d?l?d?d?d?d?d?d?d?d	507	2.0	16.0
?l?l?l?l?d?d?l?l?l?l?l?l?d?l?l	507	2.0	15.0
?l?d?d?d?d?l?d?d?l?d?d?l	507	2.0	12.0
?u?l?u?u?u?l?d?d?d?d	507	3.0	10.0
?u?u?u?u?u?s?u?d	507	3.0	8.0
?l?l?l?l?l?d?d?l?l?l?l?l?l?d?l	506	2.0	15.0
?d?u?u?a?s?d?d?d?l?d?d?d?l	506	4.0	13.0
?l?d?l?l?d?l?l?l?l?l?l?l?l?l?d	506	2.0	15.0
?l?d?d?l?l?d?d?l?l?l?l	506	2.0	11.0
?u?u?l?l?l?l?l?l?u?d?d	506	3.0	11.0
?u?u?l?d?d?u?d?u	506	3.0	8.0
?d?d?d?d?l?l?u?l?l	506	3.0	9.0
?d?d?u?l?l?s?d?d	506	4.0	8.0
?s?s?s?s?s?l?l?l?l	506	2.0	9.0
?d?l?d?l?l?l?l?l?l?l?l?d?l?l?l	506	2.0	15.0
?u?u?u?u?u?u?u?d?d?d?d?d?d?d?d?d?d?d	506	2.0	18.0
?u?u?d?d?u?u?d?d?u	506	2.0	9.0
?l?l?l?l?d?l?l?l?l?d?l?l?l?d?l	506	2.0	15.0
?l?l?l?l?u?u?u?l?l	506	2.0	9.0
?d?d?l?l?l?l?s?s?s	506	3.0	9.0
?d?d?d?l?l?l?l?s?l?l?l?l	506	3.0	12.0
?d?l?l?l?l?d?l?l?l?d?l	506	2.0	11.0
?d?l?l?l?l?l?l?d?l?l?l?l?d	505	2.0	13.0
?l?l?l?u?u?u?l?l?d	505	3.0	9.0
?d?d?d?s?l?l?l?d?d?d	505	3.0	10.0
?l?l?l?s?d?d?l?l?l?l?l	505	3.0	11.0
?l?d?d?l?u?l?d?d	505	3.0	8.0
?u?l?u?l?u?u?l?d?d	505	3.0	9.0
?d?d?d?s?d?d?d?s?d?d?d?s?d?d?a?s?l?l?l?l?l?l?l	505	3.0	23.0
?u?l?l?l?u?l?l?l?l?l?u?l?l?l	505	2.0	14.0
?l?l?l?l?l?l?d?l?l?d?l?l?l?l?d	505	2.0	15.0
?a?a?a?a?d?d?a?a?a?a?d?d?a?a?a?a?d?d	505	1.0	18.0
?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?d	505	3.0	17.0
?u?d?d?d?u?d?d?d?u?d?d?d	505	2.0	12.0
?u?l?l?u?l?u?l?l?l?l?l	505	2.0	11.0
?l?l?l?l?d?l?l?l?l?d?d?d?d?d	505	2.0	14.0
?l?l?l?l?l?l?d?l?l?l?d?l?d?l?l	505	2.0	15.0
?l?l?s?l?l?l?l?l?l?l?s?l?l?l	505	2.0	14.0
?l?l?u?d?d?u?d?d	505	3.0	8.0
?u?l?l?l?u?l?l?l?l?l?d?s	505	4.0	12.0
?l?l?l?d?d?d?d?d?d?d?s?s?s	505	3.0	13.0
?d?l?l?l?l?l?l?u?l	505	3.0	9.0
?d?d?d?l?d?d?d?d?d?d?d?l?d?d?d?l	505	2.0	16.0
?l?l?d?l?l?d?l?l?l?d?l?l?l?l?l	505	2.0	15.0
?l?l?l?l?d?l?l?d?l?l?d?l?l?l?l	505	2.0	15.0
?d?d?d?d?d?s?s?d	505	2.0	8.0
?d?l?d?l?l?l?l?l?l?l?d?l?l?l?l	505	2.0	15.0
?d?u?l?l?d?l?l?l?l	505	3.0	9.0
?u?l?l?l?d?d?l?d?d?d	505	3.0	10.0
?l?l?l?l?l?l?d?l?d?l?l?l?l?l?d	505	2.0	15.0
?l?l?d?l?l?l?l?d?l?l?l?l?l?d?l	505	2.0	15.0
?d?d?u?d?l?d?l?l	504	3.0	8.0
?u?l?l?l?l?s?d?d?l?l	504	4.0	10.0
?u?u?s?u?u?u?d?d	504	3.0	8.0
?l?l?d?l?l?l?l?d?l?l?d?l?l?l?l	504	2.0	15.0
?l?l?l?l?l?l?s?d?d?s?l?l?l	504	3.0	13.0
?u?l?d?l?l?d?l?l?d?d	504	3.0	10.0
?d?d?l?l?l?l?l?d?d?l?l?l?l?d?d	504	2.0	15.0
?d?l?l?l?l?l?l?l?l?l?l?d?l?d?l	504	2.0	15.0
?l?u?u?d?d?d?d?d?d?d	504	3.0	10.0
?d?u?d?u?u?u?d?l	504	3.0	8.0
?d?l?l?l?d?l?l?l?l?l?l?d?l?l?l	504	2.0	15.0
?l?l?l?l?d?l?l?l?d?l?l?l?l?d?l	504	2.0	15.0
?d?l?l?l?l?l?l?l?l?d?d?l?l?l?l	504	2.0	15.0
?l?u?u?u?u?u?u?u?u?u?d?d?d	504	3.0	13.0
?d?l?l?l?l?l?l?s?s?s	504	3.0	10.0
?d?u?l?l?l?u?l?l?d	504	3.0	9.0
?l?d?l?l?l?l?l?d?l?l?l?l?l?d?l	504	2.0	15.0
?l?d?d?l?u?u?d?d	504	3.0	8.0
?d?d?d?d?l?d?d?d?d?u	504	3.0	10.0
?u?d?d?d?d?d?d?d?l?s	504	4.0	10.0
?l?d?l?l?l?l?l?d?d?l?l?l?l?l?l	504	2.0	15.0
?s?l?d?l?d?l?d?l?d	504	3.0	9.0
?u?l?l?l?l?l?s?u?l?l?l?d?d	504	4.0	13.0
?l?d?d?l?l?l?l?l?d?l?l?l?l?l?l	504	2.0	15.0
?d?d?d?d?d?d?d?d?s?l?l?l?l?l?l?l?l?l?l?l?l?l	504	3.0	22.0
?u?u?u?d?d?d?d?d?l?l?l	504	3.0	11.0
?l?l?l?l?l?l?d?u?u?u?u	504	3.0	11.0
?l?u?l?u?u?u?d?d?d	504	3.0	9.0
?u?l?l?l?l?l?l?l?l?u?l?l?d?d	504	3.0	14.0
?d?d?d?d?d?d?d?s?d?d?d?d?d?d	504	2.0	14.0
?l?s?d?l?s?d?l?s?d	504	3.0	9.0
?l?l?d?l?d?l?d?s	504	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?d?l?l	504	2.0	19.0
?a?a?a?a?d?d?d?a?a?a?a	504	1.0	11.0
?l?d?l?l?l?l?l?l?d?d?l?l?l?l?l	504	2.0	15.0
?l?l?l?l?l?s?u?s	504	3.0	8.0
?l?l?l?l?l?l?l?l?l?s?u	503	3.0	11.0
?s?u?u?u?u?u?u?u?u?u?s	503	2.0	11.0
?l?l?l?d?s?d?s?d	503	3.0	8.0
?s?s?s?l?l?l?l?l?l?l?l?l?s?s?s	503	2.0	15.0
?l?l?d?u?u?l?l?d?l?d	503	3.0	10.0
?d?l?l?l?l?l?l?s?l?l?l	503	3.0	11.0
?a?a?a?a?a?a?d?d?d?d?d?d?a?a?a?a?a?a	503	1.0	18.0
?u?u?d?d?d?d?l?u	503	3.0	8.0
?l?l?l?l?d?d?l?d?l?l?l?l?l?l?l	503	2.0	15.0
?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l	503	2.0	23.0
?l?l?l?l?u?l?l?d?l	503	3.0	9.0
?d?l?d?l?d?d?d?d?d?d?d	503	2.0	11.0
?l?l?l?l?d?l?l?l?l?d?d?l?l?l?l	503	2.0	15.0
?d?d?d?d?l?l?l?l?l?l?l?l?l?l?l?l?d?d	503	2.0	18.0
?u?d?l?u?d?d?l?d	503	3.0	8.0
?u?d?l?d?l?d?d?u	503	3.0	8.0
?l?l?l?l?l?l?l?l?l?l?d?d?d?d?d?d?s	503	3.0	17.0
?l?l?l?l?l?l?d?l?l?d?d?d?d?d	503	2.0	14.0
?d?l?d?l?l?l?l?l?d?l?l?l	503	2.0	12.0
?d?l?l?l?l?l?l?d?l?l?l?d?l?l?l	503	2.0	15.0
?l?l?l?l?l?l?l?l?d?l?l?d?l?l?d	503	2.0	15.0
?d?d?d?d?l?l?d?d?d?d?d?d?l?l?d?d	502	2.0	16.0
?u?l?d?u?d?l?d?d	502	3.0	8.0
?l?l?l?d?l?l?l?d?d?l?l?l?l?l?l	502	2.0	15.0
?u?l?l?l?d?l?u?l?l?l	502	3.0	10.0
?d?d?d?d?d?d?d?d?l?l?l?s?l?l?l	502	3.0	15.0
?u?d?d?l?l?d?d?l?l	502	3.0	9.0
?d?d?d?d?d?d?d?d?d?d?s?u	502	3.0	12.0
?u?l?l?l?l?d?l?l?l?l?l?s	502	4.0	12.0
?l?l?l?l?l?l?l?l?l?l?l?s?l?l?l?l?l?l?d?d	502	3.0	20.0
?l?d?l?l?l?l?l?l?l?l?l?d?l?l?d	502	2.0	15.0
?u?l?d?d?l?d?d?u	502	3.0	8.0
?l?l?l?l?l?l?l?l?l?d?l?l?d?d?d?d	502	2.0	16.0
?l?d?d?d?d?u?d?d?d?d	502	3.0	10.0
?l?l?l?l?l?l?l?l?l?l?l?l?s?s?s?s	502	2.0	16.0
?d?d?l?l?l?l?l?l?l?d?d?l?l?l?l	502	2.0	15.0
?u?l?u?l?u?l?l?d?d?d?d	502	3.0	11.0
?l?u?l?u?l?l?d?d?d	502	3.0	9.0
?l?l?l?l?l?l?l?l?s?d?d?d?d?d?d?d?d?d?d	502	3.0	19.0
?u?u?u?u?u?u?u?u?d?d?u?u	502	2.0	12.0
?l?d?l?d?u?u?d?u	502	3.0	8.0
?u?u?u?u?u?u?d?d?u?d	502	2.0	10.0
?s?d?d?s?l?l?l?l	502	3.0	8.0
?l?d?l?l?l?l?d?l?l?l?l?l?l?l?d	502	2.0	15.0
?l?l?l?u?l?l?d?l?l?l	502	3.0	10.0
?s?l?s?l?d?d?d?d	502	3.0	8.0
?u?d?d?l?l?l?d?d?l	502	3.0	9.0
?l?d?l?l?l?l?d?l?l?l?l?l?l?d?l	502	2.0	15.0
?u?l?l?l?u?u?u?u?u?d?d	502	3.0	11.0
?l?u?u?u?l?u?d?d?d	501	3.0	9.0
?u?l?l?d?l?d?l?s	501	4.0	8.0
?d?l?l?d?l?l?l?l?l?d?l	501	2.0	11.0
?u?u?u?u?u?u?u?u?u?u?u?u?u?u?u?u?u?d?d?d	501	2.0	20.0
?l?l?s?l?l?l?s?d?d?d?d?d	501	3.0	12.0
?l?l?l?l?s?l?l?l?l?l?l?l?l?l?s?l?l?l	501	2.0	18.0
?d?d?d?d?d?d?d?d?l?l?l?l?l?d?d?d?d?d	501	2.0	18.0
?l?l?l?d?l?l?d?l?l?l?l?d?l?l?l	501	2.0	15.0
?d?u?d?d?l?d?l?l	501	3.0	8.0
?u?l?d?d?u?d?d?d	501	3.0	8.0
?l?l?l?u?u?u?u?u?d?d?d?d	501	3.0	12.0
?l?l?l?u?u?l?l?l?l?l	501	2.0	10.0
?l?l?l?u?l?l?u?l?l	501	2.0	9.0
?d?u?l?d?d?d?d?d?d	501	3.0	9.0
?u?l?l?l?l?l?l?l?l?l?s?l?l?l	501	3.0	14.0
?d?d?l?d?l?d?d?l?d?d?d?d?d?d?d?d	501	2.0	16.0
?l?u?d?d?d?d?d?d?d?d?d?d?d	501	3.0	13.0
?u?d?l?l?l?l?l?l?d?l?l	501	3.0	11.0
?l?l?l?d?d?l?l?l?l?l?s	501	3.0	11.0
?d?u?u?d?l?l?d?d	501	3.0	8.0
?l?l?l?l?l?l?l?d?l?l?l?l?l?l?l?l?l?l?l?l?l	501	2.0	21.0
?l?l?l?l?l?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l	501	2.0	20.0
?d?d?l?d?d?d?l?d?d?d?d?l?d?d?d?d	501	2.0	16.0
?l?l?l?l?l?d?d?d?d?s?l?l?l?l?l	501	3.0	15.0
?d?l?l?d?d?d?d?d?d?d?d?d?d	501	2.0	13.0
?l?l?l?l?s?d?d?d?s?l?l?l?l?s?l?l	501	3.0	16.0
?d?d?d?d?d?d?d?d?d?d?d?d?d?d?l?l?l?l?l?l?l?l	501	2.0	22.0
?l?l?l?l?l?l?l?l?d?s?l	501	3.0	11.0
?u?u?u?u?u?u?d?d?d?d?u?u?u?u?u?u	500	2.0	16.0
?l?l?l?l?d?l?l?d?l?l?l?l?l?l?d	500	2.0	15.0
?l?u?u?u?u?u?u?u?u?u?u?u?d	500	3.0	13.0
?u?l?d?l?l?d?l?u?u?l	500	3.0	10.0
?u?d?l?l?d?l?l?l?l?l?l	500	3.0	11.0
?l?l?l?s?l?l?l?s?l?l?l?l?l?s?l?l?l	500	2.0	17.0
?l?l?l?l?l?l?l?l?u?u?u?d	500	3.0	12.0
?l?l?l?l?l?l?l?d?d?l?l?l?l?l?l?d?d?d	500	2.0	18.0
?l?d?l?l?d?l?l?l?l?l?l?l?l?d?l	500	2.0	15.0
?l?d?l?d?l?l?l?l?d?l?d	500	2.0	11.0
?l?l?l?l?l?l?l?l?l?l?l?d?l?l?l?d	500	2.0	16.0
?d?l?l?d?l?l?l?l?d?d?d	500	2.0	11.0
?l?l?l?l?l?s?l?d?d?d?d?d	500	3.0	12.0
?d?u?l?l?l?d?l?l?l?l	500	3.0	10.0
?d?d?d?d?l?l?s?d?d	500	3.0	9.0
?l?l?l?d?l?l?l?l?l?l?l?d?l?d?l	500	2.0	15.0
?l?l?l?l?s?u?l?l?l?l	500	3.0	10.0
?l?l?l?u?u?u?u?u?d?d?d	500	3.0	11.0
